record_type,module_id,module_title,gate,field_key,field_label,required,guidance,primary_value,secondary_value,status,confidence,source_title,source_reference,evidence_span_or_page,counterevidence,publisher,document_type,publication_date,reporting_period,retrieved_at,source_priority,license_class,redistribution_allowed,freshness,metric_value,metric_unit,formula_or_inputs,assumption_range,rubric_proven,rubric_perpetuating,rubric_durable,capability_status,catalyst_direction,probability,timing,market_awareness,company_control,approval_decision,reviewer,notes
evidence_source,12,Decision card,H3,module_12_evidence_1,Section evidence,conditional,"One source per row. Enter a URL or uploaded filename in source_reference and a precise page, table, paragraph, or cell range in evidence_span_or_page.",Lam June 2026 quarter and FY2026 results,,verified,high,Lam June 2026 quarter and FY2026 results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,Latest reported financial evidence and outlook,,Lam Research Corporation,Earnings release,2026-07-29,Current / latest available,2026-07-31,1,copyrighted public release,no,current / latest available,,,,,,,,,,,,,,,,
approval,0,Research intake,H0,h0_approval,H0 human approval,yes,Complete only after reviewing supporting evidence and counterevidence.,Pending human review,,needs-human-input,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,"Not approved by Codex. Review the source freshness, valuation assumptions, cyclical/export risks and no-position verdict before signing."
approval,1,Company in plain English,H1,h1_approval,H1 human approval,yes,Complete only after reviewing supporting evidence and counterevidence.,Pending human review,,needs-human-input,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,"Not approved by Codex. Review the source freshness, valuation assumptions, cyclical/export risks and no-position verdict before signing."
approval,3,Price expectations,H2,h2_approval,H2 human approval,yes,Complete only after reviewing supporting evidence and counterevidence.,Pending human review,,needs-human-input,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,"Not approved by Codex. Review the source freshness, valuation assumptions, cyclical/export risks and no-position verdict before signing."
approval,12,Decision card,H3,h3_approval,H3 human approval,yes,Complete only after reviewing supporting evidence and counterevidence.,Pending human review,,needs-human-input,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,"Not approved by Codex. Review the source freshness, valuation assumptions, cyclical/export risks and no-position verdict before signing."
decision_snapshot,12,Decision card,H3,locked_snapshot,Locked decision snapshot,yes,Lock only after H0-H3 and all core module responses are complete. Later evidence creates a new version.,Not locked - H0 through H3 human approvals remain pending,,needs-human-input,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,Current analyst conclusion: watchlist; no position. Refresh the market quote before any investment decision and create a new version when material evidence changes.
metric,3,Price expectations,H2,shares_outstanding,Shares outstanding,conditional,One metric per row.,,,verified,high,Lam Research June 2026 quarter and fiscal-year results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,"June 28, 2026 balance sheet",,Lam Research Corporation,Earnings release,2026-07-29,Quarter and fiscal year ended 2026-06-28,2026-07-31,1,copyrighted public filing release,no,latest reported quarter and fiscal year,1251278000,shares,Reported shares outstanding.,,,,,,,,,,,,,
metric,3,Price expectations,H2,cash,Cash and cash equivalents,conditional,One metric per row.,,,verified,high,Lam Research June 2026 quarter and fiscal-year results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,"June 28, 2026 balance sheet",,Lam Research Corporation,Earnings release,2026-07-29,Quarter and fiscal year ended 2026-06-28,2026-07-31,1,copyrighted public filing release,no,latest reported quarter and fiscal year,5579171000,USD,Reported cash and cash equivalents.,,,,,,,,,,,,,
metric,3,Price expectations,H2,current_debt,Current debt and finance leases,conditional,One metric per row.,,,verified,high,Lam Research June 2026 quarter and fiscal-year results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,"June 28, 2026 balance sheet",,Lam Research Corporation,Earnings release,2026-07-29,Quarter and fiscal year ended 2026-06-28,2026-07-31,1,copyrighted public filing release,no,latest reported quarter and fiscal year,4073000,USD,Reported current debt and finance leases.,,,,,,,,,,,,,
metric,3,Price expectations,H2,long_term_debt,Long-term debt and finance leases,conditional,One metric per row.,,,verified,high,Lam Research June 2026 quarter and fiscal-year results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,"June 28, 2026 balance sheet",,Lam Research Corporation,Earnings release,2026-07-29,Quarter and fiscal year ended 2026-06-28,2026-07-31,1,copyrighted public filing release,no,latest reported quarter and fiscal year,3730490000,USD,Reported long-term debt and finance leases.,,,,,,,,,,,,,
metric,3,Price expectations,H2,total_debt,Total debt,conditional,One metric per row.,,,calculated,high,Lam Research June 2026 quarter and fiscal-year results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,Current plus long-term debt,,Lam Research Corporation,Earnings release,2026-07-29,Quarter and fiscal year ended 2026-06-28,2026-07-31,1,copyrighted public filing release,no,latest reported quarter and fiscal year,3734563000,USD,Formula: current debt + long-term debt.,,,,,,,,,,,,,
metric,3,Price expectations,H2,net_cash,Net cash,conditional,One metric per row.,,,calculated,high,Lam Research June 2026 quarter and fiscal-year results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,Cash less total debt,,Lam Research Corporation,Earnings release,2026-07-29,Quarter and fiscal year ended 2026-06-28,2026-07-31,1,copyrighted public filing release,no,latest reported quarter and fiscal year,1844608000,USD,Formula: cash - total debt.,,,,,,,,,,,,,
metric,3,Price expectations,H2,operating_cash_flow,FY2026 operating cash flow,conditional,One metric per row.,,,verified,high,Lam Research June 2026 quarter and fiscal-year results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,FY2026 cash-flow statement,,Lam Research Corporation,Earnings release,2026-07-29,Quarter and fiscal year ended 2026-06-28,2026-07-31,1,copyrighted public filing release,no,latest reported quarter and fiscal year,5857657000,USD,Reported operating cash flow.,,,,,,,,,,,,,
metric,3,Price expectations,H2,capital_expenditures,FY2026 capital expenditures and intangibles,conditional,One metric per row.,,,verified,high,Lam Research June 2026 quarter and fiscal-year results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,FY2026 cash-flow reconciliation,,Lam Research Corporation,Earnings release,2026-07-29,Quarter and fiscal year ended 2026-06-28,2026-07-31,1,copyrighted public filing release,no,latest reported quarter and fiscal year,966405000,USD,Reported capital expenditures and intangible purchases.,,,,,,,,,,,,,
metric,3,Price expectations,H2,gaap_eps,FY2026 diluted GAAP EPS,conditional,One metric per row.,,,verified,high,Lam Research June 2026 quarter and fiscal-year results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,FY2026 results,,Lam Research Corporation,Earnings release,2026-07-29,Quarter and fiscal year ended 2026-06-28,2026-07-31,1,copyrighted public filing release,no,latest reported quarter and fiscal year,5.76,USD per share,Reported diluted GAAP EPS.,,,,,,,,,,,,,
metric,3,Price expectations,H2,non_gaap_eps,FY2026 diluted non-GAAP EPS,conditional,One metric per row.,,,verified,high,Lam Research June 2026 quarter and fiscal-year results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,FY2026 results,,Lam Research Corporation,Earnings release,2026-07-29,Quarter and fiscal year ended 2026-06-28,2026-07-31,1,copyrighted public filing release,no,latest reported quarter and fiscal year,5.82,USD per share,Company-defined non-GAAP EPS.,,,,,,,,,,,,,
metric,3,Price expectations,H2,trailing_gaap_pe,Trailing GAAP P/E,conditional,One metric per row.,,,calculated,high,Lam Research June 2026 quarter and fiscal-year results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,$291.61 / $5.76,,Lam Research Corporation,Earnings release,2026-07-29,Quarter and fiscal year ended 2026-06-28,2026-07-31,1,copyrighted public filing release,no,latest reported quarter and fiscal year,50.6267361111,times,Formula: share price / FY2026 GAAP EPS.,,,,,,,,,,,,,
metric,3,Price expectations,H2,trailing_non_gaap_pe,Trailing non-GAAP P/E,conditional,One metric per row.,,,calculated,high,Lam Research June 2026 quarter and fiscal-year results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,$291.61 / $5.82,,Lam Research Corporation,Earnings release,2026-07-29,Quarter and fiscal year ended 2026-06-28,2026-07-31,1,copyrighted public filing release,no,latest reported quarter and fiscal year,50.1048109966,times,Formula: share price / FY2026 non-GAAP EPS.,,,,,,,,,,,,,
metric,3,Price expectations,H2,market_cap_to_fcf,Market capitalization / FY2026 FCF,conditional,One metric per row.,,,calculated,high,Lam Research June 2026 quarter and fiscal-year results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,Market cap / FY2026 free cash flow,,Lam Research Corporation,Earnings release,2026-07-29,Quarter and fiscal year ended 2026-06-28,2026-07-31,1,copyrighted public filing release,no,latest reported quarter and fiscal year,74.5995457973,times,Formula: market capitalization / free cash flow.,,,,,,,,,,,,,
metric,3,Price expectations,H2,fcf_yield,FY2026 free-cash-flow yield,conditional,One metric per row.,,,calculated,high,Lam Research June 2026 quarter and fiscal-year results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,FY2026 FCF / market cap,,Lam Research Corporation,Earnings release,2026-07-29,Quarter and fiscal year ended 2026-06-28,2026-07-31,1,copyrighted public filing release,no,latest reported quarter and fiscal year,0.01340490735,percent,Formula: free cash flow / market capitalization.,,,,,,,,,,,,,
metric,3,Price expectations,H2,annual_dividend_per_share,Annual dividend per share,conditional,One metric per row.,,,verified,high,Lam Research June 2026 quarter and fiscal-year results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,FY2026 declared dividends,,Lam Research Corporation,Earnings release,2026-07-29,Quarter and fiscal year ended 2026-06-28,2026-07-31,1,copyrighted public filing release,no,latest reported quarter and fiscal year,1.04,USD per share,Reported annual dividend per share.,,,,,,,,,,,,,
metric,3,Price expectations,H2,dividend_yield,Indicated dividend yield,conditional,One metric per row.,,,calculated,high,Lam Research June 2026 quarter and fiscal-year results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,$1.04 / $291.61,,Lam Research Corporation,Earnings release,2026-07-29,Quarter and fiscal year ended 2026-06-28,2026-07-31,1,copyrighted public filing release,no,latest reported quarter and fiscal year,0.00356640719,percent,Formula: annual dividend / share price.,,,,,,,,,,,,,
metric,3,Price expectations,H2,fy2025_revenue,FY2025 revenue,conditional,One metric per row.,,,verified,high,Lam Research June 2026 quarter and fiscal-year results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,FY2026 comparative results,,Lam Research Corporation,Earnings release,2026-07-29,Quarter and fiscal year ended 2026-06-28,2026-07-31,1,copyrighted public filing release,no,latest reported quarter and fiscal year,18435591000,USD,Reported prior-year revenue.,,,,,,,,,,,,,
metric,3,Price expectations,H2,revenue_growth,FY2026 revenue growth,conditional,One metric per row.,,,calculated,high,Lam Research June 2026 quarter and fiscal-year results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,FY2026 / FY2025 - 1,,Lam Research Corporation,Earnings release,2026-07-29,Quarter and fiscal year ended 2026-06-28,2026-07-31,1,copyrighted public filing release,no,latest reported quarter and fiscal year,0.26020858241,percent,Formula: current-year revenue / prior-year revenue - 1.,,,,,,,,,,,,,
metric,3,Price expectations,H2,operating_margin,FY2026 GAAP operating margin,conditional,One metric per row.,,,calculated,high,Lam Research June 2026 quarter and fiscal-year results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,Operating income / revenue,,Lam Research Corporation,Earnings release,2026-07-29,Quarter and fiscal year ended 2026-06-28,2026-07-31,1,copyrighted public filing release,no,latest reported quarter and fiscal year,0.35294212594,percent,Formula: operating income / revenue.,,,,,,,,,,,,,
metric,3,Price expectations,H2,fcf_margin,FY2026 free-cash-flow margin,conditional,One metric per row.,,,calculated,high,Lam Research June 2026 quarter and fiscal-year results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,Free cash flow / revenue,,Lam Research Corporation,Earnings release,2026-07-29,Quarter and fiscal year ended 2026-06-28,2026-07-31,1,copyrighted public filing release,no,latest reported quarter and fiscal year,0.21053317545,percent,Formula: free cash flow / revenue.,,,,,,,,,,,,,
metric,3,Price expectations,H2,q4_revenue,June-quarter revenue,conditional,One metric per row.,,,verified,high,Lam Research June 2026 quarter and fiscal-year results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,June quarter results,,Lam Research Corporation,Earnings release,2026-07-29,Quarter and fiscal year ended 2026-06-28,2026-07-31,1,copyrighted public filing release,no,latest reported quarter and fiscal year,6722238000,USD,Reported June-quarter revenue.,,,,,,,,,,,,,
metric,3,Price expectations,H2,q4_systems_revenue,June-quarter systems revenue,conditional,One metric per row.,,,verified,high,Lam Research June 2026 quarter and fiscal-year results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,June quarter results,,Lam Research Corporation,Earnings release,2026-07-29,Quarter and fiscal year ended 2026-06-28,2026-07-31,1,copyrighted public filing release,no,latest reported quarter and fiscal year,4249848000,USD,Reported systems revenue.,,,,,,,,,,,,,
metric,3,Price expectations,H2,q4_csbg_revenue,June-quarter customer-support revenue,conditional,One metric per row.,,,verified,high,Lam Research June 2026 quarter and fiscal-year results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,June quarter results,,Lam Research Corporation,Earnings release,2026-07-29,Quarter and fiscal year ended 2026-06-28,2026-07-31,1,copyrighted public filing release,no,latest reported quarter and fiscal year,2472390000,USD,Reported Customer Support Business Group revenue.,,,,,,,,,,,,,
metric,3,Price expectations,H2,csbg_share,CSBG share of June-quarter revenue,conditional,One metric per row.,,,calculated,high,Lam Research June 2026 quarter and fiscal-year results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,CSBG revenue / Q4 revenue,,Lam Research Corporation,Earnings release,2026-07-29,Quarter and fiscal year ended 2026-06-28,2026-07-31,1,copyrighted public filing release,no,latest reported quarter and fiscal year,0.36779269047,percent,Formula: CSBG revenue / June-quarter revenue.,,,,,,,,,,,,,
metric,3,Price expectations,H2,september_revenue_guide,September-quarter revenue guide midpoint,conditional,One metric per row.,,,verified,high,Lam Research June 2026 quarter and fiscal-year results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,September quarter guidance,,Lam Research Corporation,Earnings release,2026-07-29,Quarter and fiscal year ended 2026-06-28,2026-07-31,1,copyrighted public filing release,no,latest reported quarter and fiscal year,8100000000,USD,Reported guidance midpoint.,,,,,,,,,,,,,
metric,3,Price expectations,H2,september_operating_margin_guide,September-quarter operating-margin guide,conditional,One metric per row.,,,verified,high,Lam Research June 2026 quarter and fiscal-year results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,September quarter guidance,,Lam Research Corporation,Earnings release,2026-07-29,Quarter and fiscal year ended 2026-06-28,2026-07-31,1,copyrighted public filing release,no,latest reported quarter and fiscal year,0.395,percent,Reported guidance midpoint.,,,,,,,,,,,,,
metric,3,Price expectations,H2,september_operating_income_guide,Implied September-quarter operating income,conditional,One metric per row.,,,calculated,high,Lam Research June 2026 quarter and fiscal-year results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,$8.10B x 39.5%,,Lam Research Corporation,Earnings release,2026-07-29,Quarter and fiscal year ended 2026-06-28,2026-07-31,1,copyrighted public filing release,no,latest reported quarter and fiscal year,3199500000,USD,Formula: revenue guide x operating-margin guide.,,,,,,,,,,,,,
metric,3,Price expectations,H2,september_eps_guide,September-quarter EPS guide midpoint,conditional,One metric per row.,,,verified,high,Lam Research June 2026 quarter and fiscal-year results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,September quarter guidance,,Lam Research Corporation,Earnings release,2026-07-29,Quarter and fiscal year ended 2026-06-28,2026-07-31,1,copyrighted public filing release,no,latest reported quarter and fiscal year,2.15,USD per share,Reported guidance midpoint.,,,,,,,,,,,,,
metric,3,Price expectations,H2,annualized_guide_eps_multiple,Annualized next-quarter guide multiple,conditional,One metric per row.,,,calculated,high,Lam Research June 2026 quarter and fiscal-year results,https://investor.lamresearch.com/image/Jun_Q_2026_Earnings_PR.pdf,$291.61 / ($2.15 x 4),,Lam Research Corporation,Earnings release,2026-07-29,Quarter and fiscal year ended 2026-06-28,2026-07-31,1,copyrighted public filing release,no,latest reported quarter and fiscal year,33.9081395349,times,Formula: share price / annualized September-quarter EPS guide; not a consensus forward P/E.,,,,,,,,,,,,,
capability_assessment,4,Capability and moat,H3,capability_assessment_2,Capability assessment,conditional,One material capability per row.,Installed-base service and Equipment Intelligence,"More than 40,000 conductor-etch chambers and $2.47B of June-quarter CSBG revenue create service, upgrade and learning advantages.",draft,high,Lam FY2026 earnings slides and 2025 Form 10-K,https://investor.lamresearch.com/image/Q4_2026_slides_full_final.pdf,"Technology, installed-base and market-position discussion",Service still depends on fab utilization and customer capex; autonomous-fab monetization is early.,Lam Research Corporation,Investor presentation / analyst assessment,2026-07-29,FY2026 and outlook,2026-07-31,1,corporate presentation plus analyst judgment,no,current,,,,,strong,strong,strong,proven-moat,,,,,,,,
capability_assessment,4,Capability and moat,H3,capability_assessment_3,Capability assessment,conditional,One material capability per row.,Memory and advanced-packaging process depth,"Lam is positioned in NAND layer scaling, advanced DRAM and HBM/advanced packaging; packaging revenue is on track to grow more than 70% year over year.",draft,high,Lam FY2026 earnings slides and 2025 Form 10-K,https://investor.lamresearch.com/image/Q4_2026_slides_full_final.pdf,"Technology, installed-base and market-position discussion",Memory spending is among the industry's most cyclical and can reverse quickly.,Lam Research Corporation,Investor presentation / analyst assessment,2026-07-29,FY2026 and outlook,2026-07-31,1,corporate presentation plus analyst judgment,no,current,,,,,strong,strong,moderate,moat-trajectory,,,,,,,,
capability_assessment,4,Capability and moat,H3,capability_assessment_4,Capability assessment,conditional,One material capability per row.,Leading-edge foundry and logic transitions,"Akara conductor etch, Argos surface treatment and the IBM sub-1nm collaboration target GAA and future logic scaling.",draft,high,Lam FY2026 earnings slides and 2025 Form 10-K,https://investor.lamresearch.com/image/Q4_2026_slides_full_final.pdf,"Technology, installed-base and market-position discussion",Customer qualification and actual production share at sub-2nm remain the proof points.,Lam Research Corporation,Investor presentation / analyst assessment,2026-07-29,FY2026 and outlook,2026-07-31,1,corporate presentation plus analyst judgment,no,current,,,,,moderate,strong,moderate,moat-trajectory,,,,,,,,
capability_assessment,4,Capability and moat,H3,capability_assessment_5,Capability assessment,conditional,One material capability per row.,Autonomous-fab robotics and software,Dextro and Equipment Intelligence could expand recurring productivity economics across the installed base.,draft,high,Lam FY2026 earnings slides and 2025 Form 10-K,https://investor.lamresearch.com/image/Q4_2026_slides_full_final.pdf,"Technology, installed-base and market-position discussion","Adoption, revenue, margins and competitive durability are not yet sufficiently disclosed.",Lam Research Corporation,Investor presentation / analyst assessment,2026-07-29,FY2026 and outlook,2026-07-31,1,corporate presentation plus analyst judgment,no,current,,,,,weak,moderate,weak,claim,,,,,,,,
evidence_source,4,Capability and moat,H3,module_4_evidence_2,Section evidence,conditional,One source per row.,Lam Equipment Intelligence overview,,verified,medium,Lam Equipment Intelligence overview,https://newsroom.lamresearch.com/what-is-equipment-intelligence-semi-101,"Installed-base data, analytics and equipment productivity",,Lam Research Corporation,Technical article,2025-05-12,Current / latest available,2026-07-31,2,copyrighted public web,no,current,,,,,,,,,,,,,,,,
evidence_source,4,Capability and moat,H3,module_4_evidence_3,Section evidence,conditional,One source per row.,IBM and Lam sub-1nm logic collaboration,,verified,medium,IBM and Lam sub-1nm logic collaboration,https://newsroom.lamresearch.com/2026-03-10-IBM-and-Lam-Research-Announce-Collaboration-to-Advance-Sub-1nm-Logic-Scaling,Joint development for advanced logic scaling,,Lam Research Corporation,Corporate release,2026-03-10,Current / latest available,2026-07-31,2,copyrighted public web,no,current,,,,,,,,,,,,,,,,
