record_type,module_id,module_title,gate,field_key,field_label,required,guidance,primary_value,secondary_value,status,confidence,source_title,source_reference,evidence_span_or_page,counterevidence,publisher,document_type,publication_date,reporting_period,retrieved_at,source_priority,license_class,redistribution_allowed,freshness,metric_value,metric_unit,formula_or_inputs,assumption_range,rubric_proven,rubric_perpetuating,rubric_durable,capability_status,catalyst_direction,probability,timing,market_awareness,company_control,approval_decision,reviewer,notes
evidence_source,6,Upside and downside,H3,module_6_evidence_1,Section evidence,conditional,"One source per row. Enter a URL or uploaded filename in source_reference and a precise page, table, paragraph, or cell range in evidence_span_or_page.",DISH DBS and DISH Wireless initiate prepackaged restructuring,,verified,medium,DISH DBS and DISH Wireless initiate prepackaged restructuring,https://ir.echostar.com/news-releases/news-release-details/dish-dbs-corporation-and-subsidiaries-initiate-prepackaged,"Key takeaways; repayment, liquidity and escrow sections",,EchoStar Corporation,Corporate restructuring release,2026-06-30,Chapter 11 process,2026-07-31,2,copyrighted public web,no,current / latest available,,,,,,,,,,,,,,,,
evidence_source,7,Fundamentals or vibes,H3,module_7_evidence_1,Section evidence,conditional,"One source per row. Enter a URL or uploaded filename in source_reference and a precise page, table, paragraph, or cell range in evidence_span_or_page.",EchoStar market quote snapshot,,verified,medium,EchoStar market quote snapshot,https://www.investing.com/equities/echostar-corp,"$86.69, approximately $25.12B market cap, 2026-07-28",,Investing.com,Market quote,2026-07-28,Market snapshot,2026-07-31,3,licensed public view,no,current / latest available,,,,,,,,,,,,,,,,
evidence_source,12,Decision card,H3,module_12_evidence_1,Section evidence,conditional,"One source per row. Enter a URL or uploaded filename in source_reference and a precise page, table, paragraph, or cell range in evidence_span_or_page.",EchoStar Q1 2026 10-Q and current transaction disclosures,,verified,high,EchoStar Q1 2026 10-Q and current transaction disclosures,https://www.sec.gov/Archives/edgar/data/1415404/000110465926058150/sats-20260331x10q.htm,Note 1; financial statements; liquidity; segment MD&A,,U.S. Securities and Exchange Commission,Form 10-Q,2026-05-11,Latest reported quarter,2026-07-31,1,public-domain filing,yes,current / latest available,,,,,,,,,,,,,,,,
approval,0,Research intake,H0,h0_approval,H0 human approval,yes,Complete only after reviewing supporting evidence and counterevidence.,Pending human review,,needs-human-input,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,"Not approved by Codex. Review supporting evidence, counterevidence, assumptions and the no-position verdict before signing."
approval,1,Company in plain English,H1,h1_approval,H1 human approval,yes,Complete only after reviewing supporting evidence and counterevidence.,Pending human review,,needs-human-input,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,"Not approved by Codex. Review supporting evidence, counterevidence, assumptions and the no-position verdict before signing."
approval,3,Price expectations,H2,h2_approval,H2 human approval,yes,Complete only after reviewing supporting evidence and counterevidence.,Pending human review,,needs-human-input,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,"Not approved by Codex. Review supporting evidence, counterevidence, assumptions and the no-position verdict before signing."
approval,12,Decision card,H3,h3_approval,H3 human approval,yes,Complete only after reviewing supporting evidence and counterevidence.,Pending human review,,needs-human-input,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,"Not approved by Codex. Review supporting evidence, counterevidence, assumptions and the no-position verdict before signing."
decision_snapshot,12,Decision card,H3,locked_snapshot,Locked decision snapshot,yes,Lock only after H0-H3 and all core module responses are complete. Later evidence creates a new version.,Not locked — H0 through H3 human approvals remain pending,,needs-human-input,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,Current analyst conclusion: watch for proof; no position. A later filing should create a new version rather than overwrite this evidence snapshot.
metric,2,Real economic engine,H1,adjusted_oibda,Adjusted OIBDA,conditional,Supplemental decision-useful metric.,,,verified,high,EchoStar Q1 2026 earnings release,https://ir.echostar.com/news-releases/news-release-details/echostar-announces-financial-results-three-months-ended-march-6,"Q1 2026 earnings release, Adjusted OIBDA table",,EchoStar Corporation,Corporate release,2026-05-11,Three months ended 2026-03-31,2026-07-31,2,copyrighted public web,no,latest reported quarter,493289000,USD,Operating income + depreciation/amortization + impairments and other.,,,,,,,,,,,,,
metric,3,Price expectations,H2,total_debt_and_finance_obligations,"Debt, finance lease and other obligations",conditional,Supplemental decision-useful metric.,,,verified,high,"EchoStar Form 10-Q for quarter ended March 31, 2026",https://www.sec.gov/Archives/edgar/data/1415404/000110465926058150/sats-20260331x10q.htm,10-Q p. 1; $6.237306B current plus $18.015274B long-term,,U.S. Securities and Exchange Commission,Form 10-Q,2026-05-11,Current transaction / latest reported balance sheet,2026-07-31,1,public-domain filing,yes,latest reported quarter,24252580000,USD,"$6,237,306,000 + $18,015,274,000.",,,,,,,,,,,,,
metric,3,Price expectations,H2,cash_and_current_marketable_securities,Cash and current marketable securities,conditional,Supplemental decision-useful metric.,,,verified,high,"EchoStar Form 10-Q for quarter ended March 31, 2026",https://www.sec.gov/Archives/edgar/data/1415404/000110465926058150/sats-20260331x10q.htm,10-Q p. 1; cash and current marketable securities,,U.S. Securities and Exchange Commission,Form 10-Q,2026-05-11,Current transaction / latest reported balance sheet,2026-07-31,1,public-domain filing,yes,latest reported quarter,1516103000,USD,"$1,343,780,000 cash + $172,323,000 current marketable securities.",,,,,,,,,,,,,
metric,2,Real economic engine,H1,pay_tv_subscribers,Pay-TV subscribers,conditional,Supplemental decision-useful metric.,,,verified,high,EchoStar Q1 2026 earnings release,https://ir.echostar.com/news-releases/news-release-details/echostar-announces-financial-results-three-months-ended-march-6,"Q1 2026 earnings release, Pay-TV section",,EchoStar Corporation,Corporate release,2026-05-11,Three months ended 2026-03-31,2026-07-31,2,copyrighted public web,no,latest reported quarter,6630000,subscribers,Reported ending subscribers; includes 4.84M DISH TV and 1.79M Sling TV.,,,,,,,,,,,,,
metric,2,Real economic engine,H1,wireless_subscribers,Wireless subscribers,conditional,Supplemental decision-useful metric.,,,verified,high,EchoStar Q1 2026 earnings release,https://ir.echostar.com/news-releases/news-release-details/echostar-announces-financial-results-three-months-ended-march-6,"Q1 2026 earnings release, Retail Wireless section",,EchoStar Corporation,Corporate release,2026-05-11,Three months ended 2026-03-31,2026-07-31,2,copyrighted public web,no,latest reported quarter,7530000,subscribers,Reported ending subscribers.,,,,,,,,,,,,,
metric,2,Real economic engine,H1,broadband_subscribers,Broadband subscribers,conditional,Supplemental decision-useful metric.,,,verified,high,EchoStar Q1 2026 earnings release,https://ir.echostar.com/news-releases/news-release-details/echostar-announces-financial-results-three-months-ended-march-6,"Q1 2026 earnings release, Broadband and Satellite Services section",,EchoStar Corporation,Corporate release,2026-05-11,Three months ended 2026-03-31,2026-07-31,2,copyrighted public web,no,latest reported quarter,681000,subscribers,Reported ending subscribers.,,,,,,,,,,,,,
metric,3,Price expectations,H2,att_gross_consideration,AT&T spectrum-sale consideration,conditional,Supplemental decision-useful metric.,,,verified,medium,AT&T closes acquisition of EchoStar spectrum licenses,https://about.att.com/story/2026/echostar-spectrum.html,"AT&T closing release, key takeaways and closing paragraph",,AT&T Inc.,Corporate release,2026-07-28,Current transaction / latest reported balance sheet,2026-07-31,2,copyrighted public web,no,current,23000000000,USD approximate,Approximate gross transaction consideration; not net cash retained by EchoStar.,,,,,,,,,,,,,Gross/contract value is not equivalent to residual equity value.
metric,3,Price expectations,H2,spacex_total_consideration,SpaceX spectrum transaction consideration,conditional,Supplemental decision-useful metric.,,,verified,medium,"EchoStar Form 10-Q for quarter ended March 31, 2026",https://www.sec.gov/Archives/edgar/data/1415404/000110465926058150/sats-20260331x10q.htm,"Q1 2026 10-Q Note 1, SpaceX Transactions",,U.S. Securities and Exchange Commission,Form 10-Q,2026-05-11,Current transaction / latest reported balance sheet,2026-07-31,1,public-domain filing,yes,latest reported quarter,20000000000,USD approximate,Approximately $20B total; up to $11B in SpaceX Class A stock valued contractually at $212 per share.,,,,,,,,,,,,,Gross/contract value is not equivalent to residual equity value.
capability_assessment,4,Capability and moat,H3,capability_assessment_2,Capability assessment,conditional,One material capability per row.,Hughes satellite engineering and global enterprise/government delivery,"Hughes combines satellite platforms, terminals, managed networks and distribution relationships; Q1 2026 Broadband and Satellite Services produced $94.1M of OIBDA despite subscriber decline.",draft,medium,EchoStar Q1 2026 results and transaction filings,https://ir.echostar.com/news-releases/news-release-details/echostar-announces-financial-results-three-months-ended-march-6,Q1 2026 segment results and subscriber sections,"Broadband subscribers fell by 58,000 in Q1 2026 and segment revenue declined 11.1% year over year.",EchoStar Corporation,Earnings release / analyst assessment,2026-05-11,Three months ended 2026-03-31 and current transactions,2026-07-31,2,copyrighted public web plus analyst judgment,no,latest reported quarter,,,,,strong,moderate,moderate,moat-trajectory,,,,,,,,
capability_assessment,4,Capability and moat,H3,capability_assessment_3,Capability assessment,conditional,One material capability per row.,"Pay-TV billing, content aggregation and installed subscriber base","DISH TV and Sling support 6.63M subscribers and generated $527.4M Q1 OIBDA, supplying most operating cash earnings.",draft,medium,EchoStar Q1 2026 results and transaction filings,https://ir.echostar.com/news-releases/news-release-details/echostar-announces-financial-results-three-months-ended-march-6,Q1 2026 segment results and subscriber sections,"Pay-TV lost 366,000 subscribers in Q1 2026; revenue fell 9.6% and programming costs remain structurally difficult.",EchoStar Corporation,Earnings release / analyst assessment,2026-05-11,Three months ended 2026-03-31 and current transactions,2026-07-31,2,copyrighted public web plus analyst judgment,no,latest reported quarter,,,,,strong,weak,weak,eroding-moat,,,,,,,,
capability_assessment,4,Capability and moat,H3,capability_assessment_4,Capability assessment,conditional,One material capability per row.,Capital-light hybrid MNO distribution through Boost Mobile,Boost retains a cloud-native core and 7.53M subscribers while using AT&T network access and contracted future Starlink Direct-to-Cell access.,draft,medium,EchoStar Q1 2026 results and transaction filings,https://ir.echostar.com/news-releases/news-release-details/echostar-announces-financial-results-three-months-ended-march-6,Q1 2026 segment results and subscriber sections,Wireless operating income was negative $35.8M in Q1 and the owned 5G network was shut down; scale and unit economics remain unproven.,EchoStar Corporation,Earnings release / analyst assessment,2026-05-11,Three months ended 2026-03-31 and current transactions,2026-07-31,2,copyrighted public web plus analyst judgment,no,latest reported quarter,,,,,moderate,moderate,weak,capability,,,,,,,,
capability_assessment,4,Capability and moat,H3,capability_assessment_5,Capability assessment,conditional,One material capability per row.,EchoStar Capital reinvestment platform,Management intends to deploy transaction proceeds into new growth opportunities using communications-domain experience.,draft,medium,EchoStar Q1 2026 results and transaction filings,https://ir.echostar.com/news-releases/news-release-details/echostar-announces-financial-results-three-months-ended-march-6,Q1 2026 segment results and subscriber sections,No disclosed realized investment track record yet supports underwriting this as a repeatable value-creation engine.,EchoStar Corporation,Earnings release / analyst assessment,2026-05-11,Three months ended 2026-03-31 and current transactions,2026-07-31,2,copyrighted public web plus analyst judgment,no,latest reported quarter,,,,,insufficient,weak,insufficient,claim,,,,,,,,
evidence_source,3,Price expectations,H2,module_3_evidence_2,Section evidence,conditional,One source per row.,EchoStar original SpaceX spectrum sale and commercial agreement,,verified,medium,EchoStar original SpaceX spectrum sale and commercial agreement,https://ir.echostar.com/news-releases/news-release-details/echostar-announces-spectrum-sale-and-commercial-agreement-spacex,Approximately $17B initial consideration; up to $8.5B cash and $8.5B stock,,EchoStar Corporation,Corporate release,2025-09-08,Current transaction evidence,2026-07-31,2,copyrighted public web,no,current / latest available,,,,,,,,,,,,,,,,
evidence_source,3,Price expectations,H2,module_3_evidence_3,Section evidence,conditional,One source per row.,EchoStar adds unpaired AWS-3 spectrum to SpaceX agreement,,verified,medium,EchoStar adds unpaired AWS-3 spectrum to SpaceX agreement,https://ir.echostar.com/news-releases/news-release-details/echostar-agrees-sell-full-unpaired-aws-3-spectrum-license,Approximately $2.6B additional SpaceX stock consideration,,EchoStar Corporation,Corporate release,2025-11-06,Current transaction evidence,2026-07-31,2,copyrighted public web,no,current / latest available,,,,,,,,,,,,,,,,
evidence_source,3,Price expectations,H2,module_3_evidence_4,Section evidence,conditional,One source per row.,EchoStar Q1 2026 filing describes amended SpaceX consideration,,verified,high,EchoStar Q1 2026 filing describes amended SpaceX consideration,https://www.sec.gov/Archives/edgar/data/1415404/000110465926058150/sats-20260331x10q.htm,Note 1: total approximately $20B; up to $11B SpaceX Class A stock at $212/share,,U.S. Securities and Exchange Commission,Form 10-Q,2026-05-11,Current transaction evidence,2026-07-31,1,public-domain,yes,current / latest available,,,,,,,,,,,,,,,,
evidence_source,6,Upside and downside,H3,module_6_evidence_2,Section evidence,conditional,One source per row.,AT&T transaction closing confirmation,,verified,medium,AT&T transaction closing confirmation,https://about.att.com/story/2026/echostar-spectrum.html,Transaction closed 2026-07-28 for approximately $23B,,AT&T Inc.,Corporate release,2026-07-28,Current transaction evidence,2026-07-31,2,copyrighted public web,no,current / latest available,,,,,,,,,,,,,,,,
evidence_source,6,Upside and downside,H3,module_6_evidence_3,Section evidence,conditional,One source per row.,FCC transaction conditions,,verified,high,FCC transaction conditions,https://docs.fcc.gov/public/attachments/DOC-421651A1.pdf,p. 3: $2.4B escrow for qualifying claims,,Federal Communications Commission,Government release,2026-05-12,Current transaction evidence,2026-07-31,1,public-domain,yes,current / latest available,,,,,,,,,,,,,,,,
