id,labels,name,canonicalName,label,vault,relativePath,obsidianUrl,sourcePath,sourceVault,sourceFolder,nodeType,domain,subdomain,assetClass,sector,industry,country,jurisdiction,tags,status,signalStatus,confidence,conviction,timeframe,frequency,lastUpdated,date,asOfDate,ticker,exchange,symbol,currency,instrumentType,currentValue,trend,source,provider,dataType,datePulled,freshnessDate,summary,url
world:evidenceartifact:2026-05-25-world-machine-event-connections,EvidenceArtifact,2026-05-25 World Machine Event Connections,2026-05-25 World Machine Event Connections,2026-05-25 World Machine Event Connections,World_Machine,Reports/System/2026-05-25 World Machine Event Connections.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2F2026-05-25%20World%20Machine%20Event%20Connections.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\2026-05-25 World Machine Event Connections.md,World_Machine,Reports,evidenceartifact,Reports,System,,,,,,,,,,,,,,,2026-06-01,,,,,,,,,,,,,,
world:evidenceartifact:2026-05-26-09-45,EvidenceArtifact,2026-05-26_09-45,2026-05-26_09-45,2026-05-26_09-45,World_Machine,Reports/System/run_summaries/2026-05-26_09-45.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-26_09-45.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-26_09-45.md,World_Machine,Reports,evidenceartifact,Reports,System,,,,,,,,,,,,,,2026-05-26,2026-06-01,,,,,,,,,,run_summary,,,,
world:evidenceartifact:2026-05-26-12-30,EvidenceArtifact,2026-05-26_12-30,2026-05-26_12-30,2026-05-26_12-30,World_Machine,Reports/System/run_summaries/2026-05-26_12-30.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-26_12-30.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-26_12-30.md,World_Machine,Reports,evidenceartifact,Reports,System,,,,,,,,,,,,,,2026-05-26,2026-06-01,,,,,,,,,,run_summary,,,,
world:evidenceartifact:2026-05-26-daily-briefing,EvidenceArtifact,Daily Briefing - 2026-05-26,Daily Briefing - 2026-05-26,Daily Briefing - 2026-05-26,World_Machine,Reports/Daily/Briefings/2026-05-26 Daily Briefing.md,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FBriefings%2F2026-05-26%20Daily%20Briefing.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Briefings\2026-05-26 Daily Briefing.md,World_Machine,Reports,evidenceartifact,Reports,Daily,,,,,,world-machine-review;briefing;daily,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,briefing,2026-05-26,,,
world:evidenceartifact:2026-05-26-daily-monitoring-snapshot,EvidenceArtifact,Daily Monitoring Snapshot - 2026-05-26,Daily Monitoring Snapshot - 2026-05-26,Daily Monitoring Snapshot - 2026-05-26,World_Machine,Reports/Daily/Monitoring/2026-05-26 Daily Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FMonitoring%2F2026-05-26%20Daily%20Monitoring%20Snapshot.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Monitoring\2026-05-26 Daily Monitoring Snapshot.md,World_Machine,Reports,evidenceartifact,Reports,Daily,,,,,,world-machine-review;monitoring_snapshot;daily,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,monitoring_snapshot,2026-05-26,,,
world:evidenceartifact:2026-05-26-end-of-day-briefing,EvidenceArtifact,End Of Day Briefing - 2026-05-26,End Of Day Briefing - 2026-05-26,End Of Day Briefing - 2026-05-26,World_Machine,Reports/EOD/Briefings/2026-05-26 End Of Day Briefing.md,obsidian://open?vault=World_Machine&file=Reports%2FEOD%2FBriefings%2F2026-05-26%20End%20Of%20Day%20Briefing.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\EOD\Briefings\2026-05-26 End Of Day Briefing.md,World_Machine,Reports,evidenceartifact,Reports,EOD,,,,,,world-machine-review;briefing;endofday,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,briefing,2026-05-26,,,
world:evidenceartifact:2026-05-26-end-of-day-monitoring-snapshot,EvidenceArtifact,End Of Day Monitoring Snapshot - 2026-05-26,End Of Day Monitoring Snapshot - 2026-05-26,End Of Day Monitoring Snapshot - 2026-05-26,World_Machine,Reports/EOD/Monitoring/2026-05-26 End Of Day Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FEOD%2FMonitoring%2F2026-05-26%20End%20Of%20Day%20Monitoring%20Snapshot.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\EOD\Monitoring\2026-05-26 End Of Day Monitoring Snapshot.md,World_Machine,Reports,evidenceartifact,Reports,EOD,,,,,,world-machine-review;monitoring_snapshot;endofday,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,monitoring_snapshot,2026-05-26,,,
world:evidenceartifact:2026-05-26-midday-monitoring-snapshot,EvidenceArtifact,Midday Monitoring Snapshot - 2026-05-26,Midday Monitoring Snapshot - 2026-05-26,Midday Monitoring Snapshot - 2026-05-26,World_Machine,Reports/Midday/Monitoring/2026-05-26 Midday Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FMidday%2FMonitoring%2F2026-05-26%20Midday%20Monitoring%20Snapshot.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Midday\Monitoring\2026-05-26 Midday Monitoring Snapshot.md,World_Machine,Reports,evidenceartifact,Reports,Midday,,,,,,world-machine-review;monitoring_snapshot;midday,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,monitoring_snapshot,2026-05-26,,,
world:evidenceartifact:2026-05-26-preclose-monitoring-snapshot,EvidenceArtifact,Preclose Monitoring Snapshot - 2026-05-26,Preclose Monitoring Snapshot - 2026-05-26,Preclose Monitoring Snapshot - 2026-05-26,World_Machine,Reports/Preclose/Monitoring/2026-05-26 Preclose Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FPreclose%2FMonitoring%2F2026-05-26%20Preclose%20Monitoring%20Snapshot.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Preclose\Monitoring\2026-05-26 Preclose Monitoring Snapshot.md,World_Machine,Reports,evidenceartifact,Reports,Preclose,,,,,,world-machine-review;monitoring_snapshot;preclose,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,monitoring_snapshot,2026-05-26,,,
world:evidenceartifact:2026-05-26-premarket-monitoring-snapshot,EvidenceArtifact,Premarket Monitoring Snapshot - 2026-05-26,Premarket Monitoring Snapshot - 2026-05-26,Premarket Monitoring Snapshot - 2026-05-26,World_Machine,Reports/Premarket/Monitoring/2026-05-26 Premarket Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FPremarket%2FMonitoring%2F2026-05-26%20Premarket%20Monitoring%20Snapshot.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Premarket\Monitoring\2026-05-26 Premarket Monitoring Snapshot.md,World_Machine,Reports,evidenceartifact,Reports,Premarket,,,,,,world-machine-review;monitoring_snapshot;premarket,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,monitoring_snapshot,2026-05-26,,,
world:evidenceartifact:2026-05-27-09-45,EvidenceArtifact,2026-05-27_09-45,2026-05-27_09-45,2026-05-27_09-45,World_Machine,Reports/System/run_summaries/2026-05-27_09-45.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-27_09-45.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-27_09-45.md,World_Machine,Reports,evidenceartifact,Reports,System,,,,,,,,,,,,,,2026-05-27,2026-06-01,,,,,,,,,,run_summary,,,,
world:evidenceartifact:2026-05-27-12-30,EvidenceArtifact,2026-05-27_12-30,2026-05-27_12-30,2026-05-27_12-30,World_Machine,Reports/System/run_summaries/2026-05-27_12-30.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-27_12-30.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-27_12-30.md,World_Machine,Reports,evidenceartifact,Reports,System,,,,,,,,,,,,,,2026-05-27,2026-06-01,,,,,,,,,,run_summary,,,,
world:evidenceartifact:2026-05-27-daily-briefing,EvidenceArtifact,Daily Briefing - 2026-05-27,Daily Briefing - 2026-05-27,Daily Briefing - 2026-05-27,World_Machine,Reports/Daily/Briefings/2026-05-27 Daily Briefing.md,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FBriefings%2F2026-05-27%20Daily%20Briefing.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Briefings\2026-05-27 Daily Briefing.md,World_Machine,Reports,evidenceartifact,Reports,Daily,,,,,,world-machine-review;briefing;daily,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,briefing,2026-05-27,,,
world:evidenceartifact:2026-05-27-daily-monitoring-snapshot,EvidenceArtifact,Daily Monitoring Snapshot - 2026-05-27,Daily Monitoring Snapshot - 2026-05-27,Daily Monitoring Snapshot - 2026-05-27,World_Machine,Reports/Daily/Monitoring/2026-05-27 Daily Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FMonitoring%2F2026-05-27%20Daily%20Monitoring%20Snapshot.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Monitoring\2026-05-27 Daily Monitoring Snapshot.md,World_Machine,Reports,evidenceartifact,Reports,Daily,,,,,,world-machine-review;monitoring_snapshot;daily,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,monitoring_snapshot,2026-05-27,,,
world:evidenceartifact:2026-05-27-midday-monitoring-snapshot,EvidenceArtifact,Midday Monitoring Snapshot - 2026-05-27,Midday Monitoring Snapshot - 2026-05-27,Midday Monitoring Snapshot - 2026-05-27,World_Machine,Reports/Midday/Monitoring/2026-05-27 Midday Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FMidday%2FMonitoring%2F2026-05-27%20Midday%20Monitoring%20Snapshot.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Midday\Monitoring\2026-05-27 Midday Monitoring Snapshot.md,World_Machine,Reports,evidenceartifact,Reports,Midday,,,,,,world-machine-review;monitoring_snapshot;midday,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,monitoring_snapshot,2026-05-27,,,
world:evidenceartifact:2026-05-28-09-45,EvidenceArtifact,2026-05-28_09-45,2026-05-28_09-45,2026-05-28_09-45,World_Machine,Reports/System/run_summaries/2026-05-28_09-45.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-28_09-45.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-28_09-45.md,World_Machine,Reports,evidenceartifact,Reports,System,,,,,,,,,,,,,,2026-05-28,2026-06-01,,,,,,,,,,run_summary,,,,
world:evidenceartifact:2026-05-28-12-30,EvidenceArtifact,2026-05-28_12-30,2026-05-28_12-30,2026-05-28_12-30,World_Machine,Reports/System/run_summaries/2026-05-28_12-30.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-28_12-30.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-28_12-30.md,World_Machine,Reports,evidenceartifact,Reports,System,,,,,,,,,,,,,,2026-05-28,2026-06-01,,,,,,,,,,run_summary,,,,
world:evidenceartifact:2026-05-28-daily-briefing,EvidenceArtifact,Daily Briefing - 2026-05-28,Daily Briefing - 2026-05-28,Daily Briefing - 2026-05-28,World_Machine,Reports/Daily/Briefings/2026-05-28 Daily Briefing.md,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FBriefings%2F2026-05-28%20Daily%20Briefing.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Briefings\2026-05-28 Daily Briefing.md,World_Machine,Reports,evidenceartifact,Reports,Daily,,,,,,world-machine-review;briefing;daily,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,briefing,2026-05-28,,,
world:evidenceartifact:2026-05-28-daily-monitoring-snapshot,EvidenceArtifact,Daily Monitoring Snapshot - 2026-05-28,Daily Monitoring Snapshot - 2026-05-28,Daily Monitoring Snapshot - 2026-05-28,World_Machine,Reports/Daily/Monitoring/2026-05-28 Daily Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FMonitoring%2F2026-05-28%20Daily%20Monitoring%20Snapshot.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Monitoring\2026-05-28 Daily Monitoring Snapshot.md,World_Machine,Reports,evidenceartifact,Reports,Daily,,,,,,world-machine-review;monitoring_snapshot;daily,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,monitoring_snapshot,2026-05-28,,,
world:evidenceartifact:2026-05-28-midday-monitoring-snapshot,EvidenceArtifact,Midday Monitoring Snapshot - 2026-05-28,Midday Monitoring Snapshot - 2026-05-28,Midday Monitoring Snapshot - 2026-05-28,World_Machine,Reports/Midday/Monitoring/2026-05-28 Midday Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FMidday%2FMonitoring%2F2026-05-28%20Midday%20Monitoring%20Snapshot.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Midday\Monitoring\2026-05-28 Midday Monitoring Snapshot.md,World_Machine,Reports,evidenceartifact,Reports,Midday,,,,,,world-machine-review;monitoring_snapshot;midday,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,monitoring_snapshot,2026-05-28,,,
world:evidenceartifact:2026-05-28-premarket-monitoring-snapshot,EvidenceArtifact,Premarket Monitoring Snapshot - 2026-05-28,Premarket Monitoring Snapshot - 2026-05-28,Premarket Monitoring Snapshot - 2026-05-28,World_Machine,Reports/Premarket/Monitoring/2026-05-28 Premarket Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FPremarket%2FMonitoring%2F2026-05-28%20Premarket%20Monitoring%20Snapshot.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Premarket\Monitoring\2026-05-28 Premarket Monitoring Snapshot.md,World_Machine,Reports,evidenceartifact,Reports,Premarket,,,,,,world-machine-review;monitoring_snapshot;premarket,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,monitoring_snapshot,2026-05-28,,,
world:evidenceartifact:2026-05-28-review-queue-rollup-before-2026-05-27,EvidenceArtifact,2026-05-28 - Review Queue Rollup before 2026-05-27,2026-05-28 - Review Queue Rollup before 2026-05-27,2026-05-28 - Review Queue Rollup before 2026-05-27,World_Machine,Reports/Review Queue/2026-05-28 - Review Queue Rollup before 2026-05-27.md,obsidian://open?vault=World_Machine&file=Reports%2FReview%20Queue%2F2026-05-28%20-%20Review%20Queue%20Rollup%20before%202026-05-27.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Review Queue\2026-05-28 - Review Queue Rollup before 2026-05-27.md,World_Machine,Reports,evidenceartifact,Reports,Review Queue,,,,,,review-queue;rollup,archived,,,,,,,2026-05-28,2026-06-01,,,,,,,,,,review-queue-rollup,,,,
world:evidenceartifact:2026-05-29-09-45,EvidenceArtifact,2026-05-29_09-45,2026-05-29_09-45,2026-05-29_09-45,World_Machine,Reports/System/run_summaries/2026-05-29_09-45.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-29_09-45.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-29_09-45.md,World_Machine,Reports,evidenceartifact,Reports,System,,,,,,,,,,,,,,2026-05-29,2026-06-01,,,,,,,,,,run_summary,,,,
world:evidenceartifact:2026-05-29-12-30,EvidenceArtifact,2026-05-29_12-30,2026-05-29_12-30,2026-05-29_12-30,World_Machine,Reports/System/run_summaries/2026-05-29_12-30.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-29_12-30.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-29_12-30.md,World_Machine,Reports,evidenceartifact,Reports,System,,,,,,,,,,,,,,2026-05-29,2026-06-01,,,,,,,,,,run_summary,,,,
world:evidenceartifact:2026-05-29-daily-briefing,EvidenceArtifact,Daily Briefing - 2026-05-29,Daily Briefing - 2026-05-29,Daily Briefing - 2026-05-29,World_Machine,Reports/Daily/Briefings/2026-05-29 Daily Briefing.md,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FBriefings%2F2026-05-29%20Daily%20Briefing.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Briefings\2026-05-29 Daily Briefing.md,World_Machine,Reports,evidenceartifact,Reports,Daily,,,,,,world-machine-review;briefing;daily,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,briefing,2026-05-29,,,
world:evidenceartifact:2026-05-29-daily-monitoring-snapshot,EvidenceArtifact,Daily Monitoring Snapshot - 2026-05-29,Daily Monitoring Snapshot - 2026-05-29,Daily Monitoring Snapshot - 2026-05-29,World_Machine,Reports/Daily/Monitoring/2026-05-29 Daily Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FMonitoring%2F2026-05-29%20Daily%20Monitoring%20Snapshot.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Monitoring\2026-05-29 Daily Monitoring Snapshot.md,World_Machine,Reports,evidenceartifact,Reports,Daily,,,,,,world-machine-review;monitoring_snapshot;daily,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,monitoring_snapshot,2026-05-29,,,
world:evidenceartifact:2026-05-29-midday-monitoring-snapshot,EvidenceArtifact,Midday Monitoring Snapshot - 2026-05-29,Midday Monitoring Snapshot - 2026-05-29,Midday Monitoring Snapshot - 2026-05-29,World_Machine,Reports/Midday/Monitoring/2026-05-29 Midday Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FMidday%2FMonitoring%2F2026-05-29%20Midday%20Monitoring%20Snapshot.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Midday\Monitoring\2026-05-29 Midday Monitoring Snapshot.md,World_Machine,Reports,evidenceartifact,Reports,Midday,,,,,,world-machine-review;monitoring_snapshot;midday,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,monitoring_snapshot,2026-05-29,,,
world:evidenceartifact:2026-06-01-09-45,EvidenceArtifact,2026-06-01_09-45,2026-06-01_09-45,2026-06-01_09-45,World_Machine,Reports/System/run_summaries/2026-06-01_09-45.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-06-01_09-45.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-06-01_09-45.md,World_Machine,Reports,evidenceartifact,Reports,System,,,,,,,,,,,,,,2026-06-01,2026-06-01,,,,,,,,,,run_summary,,,,
world:evidenceartifact:2026-06-01-12-30,EvidenceArtifact,2026-06-01_12-30,2026-06-01_12-30,2026-06-01_12-30,World_Machine,Reports/System/run_summaries/2026-06-01_12-30.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-06-01_12-30.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-06-01_12-30.md,World_Machine,Reports,evidenceartifact,Reports,System,,,,,,,,,,,,,,2026-06-01,2026-06-01,,,,,,,,,,run_summary,,,,
world:evidenceartifact:2026-06-01-midday-monitoring-snapshot,EvidenceArtifact,Midday Monitoring Snapshot - 2026-06-01,Midday Monitoring Snapshot - 2026-06-01,Midday Monitoring Snapshot - 2026-06-01,World_Machine,Reports/Midday/Monitoring/2026-06-01 Midday Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FMidday%2FMonitoring%2F2026-06-01%20Midday%20Monitoring%20Snapshot.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Midday\Monitoring\2026-06-01 Midday Monitoring Snapshot.md,World_Machine,Reports,evidenceartifact,Reports,Midday,,,,,,world-machine-review;monitoring_snapshot;midday,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,monitoring_snapshot,2026-06-01,,,
world:evidenceartifact:2026-w20-weekly-world-machine-summary,EvidenceArtifact,2026-W20 - Weekly World Machine Summary,2026-W20 - Weekly World Machine Summary,2026-W20 - Weekly World Machine Summary,World_Machine,Reports/Weekly/2026-W20 - Weekly World Machine Summary.md,obsidian://open?vault=World_Machine&file=Reports%2FWeekly%2F2026-W20%20-%20Weekly%20World%20Machine%20Summary.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Weekly\2026-W20 - Weekly World Machine Summary.md,World_Machine,Reports,evidenceartifact,Reports,Weekly,,,,,,report;weekly;world-machine;review-routing;inbox-ingestion,active,,,,,,,2026-05-15,2026-06-01,,,,,,,,,,report,,,,
world:evidenceartifact:2026-w22-strategy-backlog-review,EvidenceArtifact,2026-W22 - Strategy Backlog Review,2026-W22 - Strategy Backlog Review,2026-W22 - Strategy Backlog Review,World_Machine,Reports/Weekly/2026-W22 - Strategy Backlog Review.md,obsidian://open?vault=World_Machine&file=Reports%2FWeekly%2F2026-W22%20-%20Strategy%20Backlog%20Review.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Weekly\2026-W22 - Strategy Backlog Review.md,World_Machine,Reports,evidenceartifact,Reports,Weekly,,,,,,report;weekly;inbox-ingestion;strategy-review;backlog-review,active,,,,,,,2026-05-26,2026-06-01,,,,,,,,,,report,,,,
world:evidenceartifact:backtest-fmp-historical-ohlcv-orb-eod-backtest,EvidenceArtifact,FMP Historical OHLCV - orb_eod_backtest,FMP Historical OHLCV - orb_eod_backtest,FMP Historical OHLCV - orb_eod_backtest,World_Machine,Reports/Freshness/Sources/backtest__fmp-historical-ohlcv__orb_eod_backtest.md,obsidian://open?vault=World_Machine&file=Reports%2FFreshness%2FSources%2Fbacktest__fmp-historical-ohlcv__orb_eod_backtest.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Freshness\Sources\backtest__fmp-historical-ohlcv__orb_eod_backtest.md,World_Machine,Reports,evidenceartifact,Reports,Freshness,,,,,,world-machine-review;freshness,,watch,,,,,,,2026-06-01,,,,,,,,FMP Historical OHLCV,,orb_eod_backtest,2026-04-30,,,
world:evidenceartifact:biotech-clinicaltrials-gov-v2-api-event-list,EvidenceArtifact,ClinicalTrials.gov v2 API - event_list,ClinicalTrials.gov v2 API - event_list,ClinicalTrials.gov v2 API - event_list,World_Machine,Reports/Freshness/Sources/biotech__clinicaltrials-gov-v2-api__event_list.md,obsidian://open?vault=World_Machine&file=Reports%2FFreshness%2FSources%2Fbiotech__clinicaltrials-gov-v2-api__event_list.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Freshness\Sources\biotech__clinicaltrials-gov-v2-api__event_list.md,World_Machine,Reports,evidenceartifact,Reports,Freshness,,,,,,world-machine-review;freshness,,clear,,,,,,,2026-06-01,,,,,,,,ClinicalTrials.gov v2 API,,event_list,2026-05-16,,,
world:evidenceartifact:biotech-openfda-event-list,EvidenceArtifact,openFDA - event_list,openFDA - event_list,openFDA - event_list,World_Machine,Reports/Freshness/Sources/biotech__openfda__event_list.md,obsidian://open?vault=World_Machine&file=Reports%2FFreshness%2FSources%2Fbiotech__openfda__event_list.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Freshness\Sources\biotech__openfda__event_list.md,World_Machine,Reports,evidenceartifact,Reports,Freshness,,,,,,world-machine-review;freshness,,watch,,,,,,,2026-06-01,,,,,,,,openFDA,,event_list,2026-05-16,,,
world:evidenceartifact:breaking-points-policy-backstops,EvidenceArtifact,Breaking Points / Policy Backstops Cycle Status,Breaking Points / Policy Backstops Cycle Status,Breaking Points / Policy Backstops Cycle Status,World_Machine,Reports/Freshness/Market_Cycles/breaking-points-policy-backstops.md,obsidian://open?vault=World_Machine&file=Reports%2FFreshness%2FMarket_Cycles%2Fbreaking-points-policy-backstops.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Freshness\Market_Cycles\breaking-points-policy-backstops.md,World_Machine,Reports,evidenceartifact,Reports,Freshness,,,,,,world-machine-review;market-cycle-monitor,,watch,,,,,2026-05-30T19:54:57,,2026-06-01,,,,,,,,,,market_cycle_status,,,,
world:evidenceartifact:commodities-financial-modeling-prep-screener,EvidenceArtifact,Financial Modeling Prep - screener,Financial Modeling Prep - screener,Financial Modeling Prep - screener,World_Machine,Reports/Freshness/Sources/commodities__financial-modeling-prep__screener.md,obsidian://open?vault=World_Machine&file=Reports%2FFreshness%2FSources%2Fcommodities__financial-modeling-prep__screener.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Freshness\Sources\commodities__financial-modeling-prep__screener.md,World_Machine,Reports,evidenceartifact,Reports,Freshness,,,,,,world-machine-review;freshness,,clear,,,,,,,2026-06-01,,,,,,,,Financial Modeling Prep,,screener,2026-05-24,,,
world:evidenceartifact:commodity-delivery-storage,EvidenceArtifact,Commodity Delivery / Storage Cycle Status,Commodity Delivery / Storage Cycle Status,Commodity Delivery / Storage Cycle Status,World_Machine,Reports/Freshness/Market_Cycles/commodity-delivery-storage.md,obsidian://open?vault=World_Machine&file=Reports%2FFreshness%2FMarket_Cycles%2Fcommodity-delivery-storage.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Freshness\Market_Cycles\commodity-delivery-storage.md,World_Machine,Reports,evidenceartifact,Reports,Freshness,,,,,,world-machine-review;market-cycle-monitor,,unknown,,,,,,,2026-06-01,,,,,,,,,,market_cycle_status,,,,
world:evidenceartifact:credit-redemptions-etfs,EvidenceArtifact,Credit Redemptions / ETFs Cycle Status,Credit Redemptions / ETFs Cycle Status,Credit Redemptions / ETFs Cycle Status,World_Machine,Reports/Freshness/Market_Cycles/credit-redemptions-etfs.md,obsidian://open?vault=World_Machine&file=Reports%2FFreshness%2FMarket_Cycles%2Fcredit-redemptions-etfs.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Freshness\Market_Cycles\credit-redemptions-etfs.md,World_Machine,Reports,evidenceartifact,Reports,Freshness,,,,,,world-machine-review;market-cycle-monitor,,unknown,,,,,,,2026-06-01,,,,,,,,,,market_cycle_status,,,,
world:evidenceartifact:energy-eia-api-v2-time-series,EvidenceArtifact,EIA API v2 - time_series,EIA API v2 - time_series,EIA API v2 - time_series,World_Machine,Reports/Freshness/Sources/energy__eia-api-v2__time_series.md,obsidian://open?vault=World_Machine&file=Reports%2FFreshness%2FSources%2Fenergy__eia-api-v2__time_series.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Freshness\Sources\energy__eia-api-v2__time_series.md,World_Machine,Reports,evidenceartifact,Reports,Freshness,,,,,,world-machine-review;freshness,,clear,,,,,,,2026-06-01,,,,,,,,EIA API v2,,time_series,2026-05-02,,,
