id,source_id,target_id,type,weight,status,summary,command
rel:candidate:2026-05-25-existing-scenario-connection-power-grid-industrial-capex-ai-d:SUPPORTED_BY:evidence:05-data-pulls-fundamentals-2026-05-01-dilution-monitor-md,candidate:2026-05-25-existing-scenario-connection-power-grid-industrial-capex-ai-d,evidence:05-data-pulls-fundamentals-2026-05-01-dilution-monitor-md,SUPPORTED_BY,1,alert,Candidate is supported by local My_Data evidence.,
rel:candidate:2026-05-25-existing-scenario-connection-power-grid-industrial-capex-ai-d:SUPPORTED_BY:evidence:05-data-pulls-fundamentals-2026-05-02-dilution-monitor-md,candidate:2026-05-25-existing-scenario-connection-power-grid-industrial-capex-ai-d,evidence:05-data-pulls-fundamentals-2026-05-02-dilution-monitor-md,SUPPORTED_BY,1,alert,Candidate is supported by local My_Data evidence.,
rel:candidate:2026-05-25-existing-scenario-connection-power-grid-industrial-capex-ai-d:SUPPORTED_BY:evidence:05-data-pulls-fundamentals-2026-05-05-disclosure-reality-check-md,candidate:2026-05-25-existing-scenario-connection-power-grid-industrial-capex-ai-d,evidence:05-data-pulls-fundamentals-2026-05-05-disclosure-reality-check-md,SUPPORTED_BY,1,alert,Candidate is supported by local My_Data evidence.,
rel:candidate:2026-05-25-existing-scenario-connection-power-grid-industrial-capex-ai-d:HAS_REVIEW_COMMAND:command:node-run-mjs-pull-event-research-scenario-ai-data-center-power-bottleneck-dry-run,candidate:2026-05-25-existing-scenario-connection-power-grid-industrial-capex-ai-d,command:node-run-mjs-pull-event-research-scenario-ai-data-center-power-bottleneck-dry-run,HAS_REVIEW_COMMAND,1,alert,Candidate exposes this dry-run review command.,node run.mjs pull event-research --scenario ai-data-center-power-bottleneck --dry-run
rel:candidate:2026-05-25-existing-scenario-connection-power-grid-industrial-capex-ai-d:HAS_REVIEW_COMMAND:command:node-run-mjs-pull-event-research-scenario-copper-supply-bottleneck-dry-run,candidate:2026-05-25-existing-scenario-connection-power-grid-industrial-capex-ai-d,command:node-run-mjs-pull-event-research-scenario-copper-supply-bottleneck-dry-run,HAS_REVIEW_COMMAND,1,alert,Candidate exposes this dry-run review command.,node run.mjs pull event-research --scenario copper-supply-bottleneck --dry-run
rel:batch:2026-05-25:HAS_CANDIDATE:candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk,batch:2026-05-25,candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk,HAS_CANDIDATE,3,watch,Inbox batch produced this synthesized event candidate.,
rel:trend:socioeconomic-narrative-risk:SYNTHESIZES:candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk,trend:socioeconomic-narrative-risk,candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk,SYNTHESIZES,3,watch,Trend cluster synthesizes into this candidate.,
rel:candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk:ROUTES_TO:route:03-macro-and-economy-observations,candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk,route:03-macro-and-economy-observations,ROUTES_TO,1,watch,Human review should route the candidate here if accepted.,
rel:candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk:SUMMARIZES_SOURCE:source:10-themes-fed-speeches-and-fomc-communications-transcript-shelia-bair-former-fdic-chair-md,candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk,source:10-themes-fed-speeches-and-fomc-communications-transcript-shelia-bair-former-fdic-chair-md,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk:SUMMARIZES_SOURCE:source:10-themes-fed-speeches-and-fomc-communications-us-market-call-fomo-vs-femo-fabulous-earnings-mom,candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk,source:10-themes-fed-speeches-and-fomc-communications-us-market-call-fomo-vs-femo-fabulous-earnings-mom,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk:SUMMARIZES_SOURCE:source:10-themes-geopolitics-and-capital-flows-global-market-call-us-iran-deal-would-boost-go-global-in,candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk,source:10-themes-geopolitics-and-capital-flows-global-market-call-us-iran-deal-would-boost-go-global-in,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk:SUMMARIZES_SOURCE:source:10-themes-geopolitics-and-capital-flows-kushner-disappoints-mideast-clients-who-spent-millions-s,candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk,source:10-themes-geopolitics-and-capital-flows-kushner-disappoints-mideast-clients-who-spent-millions-s,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk:SUMMARIZES_SOURCE:source:10-themes-macro-regime-and-economic-data-economic-week-ahead-may-25-29-md,candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk,source:10-themes-macro-regime-and-economic-data-economic-week-ahead-may-25-29-md,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk:SUMMARIZES_SOURCE:source:10-themes-macro-regime-and-economic-data-the-daily-spark-md,candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk,source:10-themes-macro-regime-and-economic-data-the-daily-spark-md,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk:SUMMARIZES_SOURCE:source:10-themes-macro-regime-and-economic-data-updated-bond-view-time-to-opportunistically-rotate-cash,candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk,source:10-themes-macro-regime-and-economic-data-updated-bond-view-time-to-opportunistically-rotate-cash,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk:SUMMARIZES_SOURCE:source:10-themes-research-learning-and-tools-wealth-is-righteously-earned-and-poverty-is-righteously-di,candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk,source:10-themes-research-learning-and-tools-wealth-is-righteously-earned-and-poverty-is-righteously-di,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk:SUMMARIZES_SOURCE:source:10-themes-strategy-setups-and-watchpoints-market-mechanics-or-fundamentals-whats-behind-this-ral,candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk,source:10-themes-strategy-setups-and-watchpoints-market-mechanics-or-fundamentals-whats-behind-this-ral,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk:SUMMARIZES_SOURCE:source:10-themes-strategy-setups-and-watchpoints-may-18-2026-morning-briefing-md,candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk,source:10-themes-strategy-setups-and-watchpoints-may-18-2026-morning-briefing-md,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk:SUMMARIZES_SOURCE:source:20-sectors-consumer-housing-and-small-business-consumer-discretionary-another-concentrated-secto,candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk,source:20-sectors-consumer-housing-and-small-business-consumer-discretionary-another-concentrated-secto,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk:SUMMARIZES_SOURCE:source:20-sectors-consumer-housing-and-small-business-under-one-roof-housing-and-inflation-expectations,candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk,source:20-sectors-consumer-housing-and-small-business-under-one-roof-housing-and-inflation-expectations,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk:SUMMARIZES_SOURCE:source:20-sectors-healthcare-biotech-and-pharma-profiting-from-inflated-hospital-prices-md,candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk,source:20-sectors-healthcare-biotech-and-pharma-profiting-from-inflated-hospital-prices-md,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk:SUMMARIZES_SOURCE:source:20-sectors-healthcare-biotech-and-pharma-the-biotech-empire-of-wuxi-md,candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk,source:20-sectors-healthcare-biotech-and-pharma-the-biotech-empire-of-wuxi-md,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk:SUPPORTED_BY:evidence:05-data-pulls-fundamentals-2026-05-23-fmp-fresh-52-week-sinners-screen-md,candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk,evidence:05-data-pulls-fundamentals-2026-05-23-fmp-fresh-52-week-sinners-screen-md,SUPPORTED_BY,1,watch,Candidate is supported by local My_Data evidence.,
rel:candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk:SUPPORTED_BY:evidence:05-data-pulls-fundamentals-2026-05-24-disclosure-reality-check-md,candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk,evidence:05-data-pulls-fundamentals-2026-05-24-disclosure-reality-check-md,SUPPORTED_BY,1,watch,Candidate is supported by local My_Data evidence.,
rel:candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk:SUPPORTED_BY:evidence:05-data-pulls-fundamentals-2026-05-24-fmp-chapter-11-avoidance-screen-md,candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk,evidence:05-data-pulls-fundamentals-2026-05-24-fmp-chapter-11-avoidance-screen-md,SUPPORTED_BY,1,watch,Candidate is supported by local My_Data evidence.,
rel:candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk:SUPPORTED_BY:evidence:05-data-pulls-fundamentals-2026-05-24-fmp-special-dividend-atm-screen-md,candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk,evidence:05-data-pulls-fundamentals-2026-05-24-fmp-special-dividend-atm-screen-md,SUPPORTED_BY,1,watch,Candidate is supported by local My_Data evidence.,
rel:candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk:SUPPORTED_BY:evidence:05-data-pulls-fundamentals-2026-05-24-fmp-working-capital-houdini-screen-md,candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk,evidence:05-data-pulls-fundamentals-2026-05-24-fmp-working-capital-houdini-screen-md,SUPPORTED_BY,1,watch,Candidate is supported by local My_Data evidence.,
rel:candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk:HAS_REVIEW_COMMAND:command:node-run-mjs-pull-signal-intelligence-scope-all-dry-run,candidate:2026-05-25-emerging-event-candidate-socioeconomic-narrative-risk,command:node-run-mjs-pull-signal-intelligence-scope-all-dry-run,HAS_REVIEW_COMMAND,1,watch,Candidate exposes this dry-run review command.,node run.mjs pull signal-intelligence --scope all --dry-run
rel:batch:2026-05-25:HAS_CANDIDATE:candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals,batch:2026-05-25,candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals,HAS_CANDIDATE,3,watch,Inbox batch produced this synthesized event candidate.,
rel:trend:market-structure-vs-fundamentals:SYNTHESIZES:candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals,trend:market-structure-vs-fundamentals,candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals,SYNTHESIZES,3,watch,Trend cluster synthesizes into this candidate.,
rel:candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals:MAPS_TO_SCENARIO:scenario:ai-data-center-power-bottleneck,candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals,scenario:ai-data-center-power-bottleneck,MAPS_TO_SCENARIO,2,watch,Candidate maps to an existing seeded event-research scenario.,node run.mjs pull event-research --scenario ai-data-center-power-bottleneck --dry-run
rel:candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals:MAPS_TO_SCENARIO:scenario:copper-supply-bottleneck,candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals,scenario:copper-supply-bottleneck,MAPS_TO_SCENARIO,2,watch,Candidate maps to an existing seeded event-research scenario.,node run.mjs pull event-research --scenario copper-supply-bottleneck --dry-run
rel:candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals:ROUTES_TO:route:03-macro-and-economy-observations,candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals,route:03-macro-and-economy-observations,ROUTES_TO,1,watch,Human review should route the candidate here if accepted.,
rel:candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals:SUMMARIZES_SOURCE:source:10-themes-fed-speeches-and-fomc-communications-us-market-call-fomo-vs-femo-fabulous-earnings-mom,candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals,source:10-themes-fed-speeches-and-fomc-communications-us-market-call-fomo-vs-femo-fabulous-earnings-mom,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals:SUMMARIZES_SOURCE:source:10-themes-macro-regime-and-economic-data-updated-bond-view-time-to-opportunistically-rotate-cash,candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals,source:10-themes-macro-regime-and-economic-data-updated-bond-view-time-to-opportunistically-rotate-cash,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals:SUMMARIZES_SOURCE:source:10-themes-policy-regulation-and-institutions-the-supreme-court-just-told-every-freight-broker-th,candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals,source:10-themes-policy-regulation-and-institutions-the-supreme-court-just-told-every-freight-broker-th,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals:SUMMARIZES_SOURCE:source:10-themes-research-learning-and-tools-wealth-is-righteously-earned-and-poverty-is-righteously-di,candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals,source:10-themes-research-learning-and-tools-wealth-is-righteously-earned-and-poverty-is-righteously-di,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals:SUMMARIZES_SOURCE:source:10-themes-strategy-setups-and-watchpoints-market-mechanics-or-fundamentals-whats-behind-this-ral,candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals,source:10-themes-strategy-setups-and-watchpoints-market-mechanics-or-fundamentals-whats-behind-this-ral,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals:SUMMARIZES_SOURCE:source:10-themes-strategy-setups-and-watchpoints-may-18-2026-morning-briefing-md,candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals,source:10-themes-strategy-setups-and-watchpoints-may-18-2026-morning-briefing-md,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals:SUMMARIZES_SOURCE:source:10-themes-strategy-setups-and-watchpoints-spotgamma-md,candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals,source:10-themes-strategy-setups-and-watchpoints-spotgamma-md,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals:SUMMARIZES_SOURCE:source:10-themes-strategy-setups-and-watchpoints-the-time-series-of-risk-regimes-md,candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals,source:10-themes-strategy-setups-and-watchpoints-the-time-series-of-risk-regimes-md,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals:SUMMARIZES_SOURCE:source:20-sectors-healthcare-biotech-and-pharma-the-biotech-empire-of-wuxi-md,candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals,source:20-sectors-healthcare-biotech-and-pharma-the-biotech-empire-of-wuxi-md,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals:SUPPORTED_BY:evidence:05-data-pulls-fundamentals-2026-05-23-fmp-momentum-with-a-helmet-screen-md,candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals,evidence:05-data-pulls-fundamentals-2026-05-23-fmp-momentum-with-a-helmet-screen-md,SUPPORTED_BY,1,watch,Candidate is supported by local My_Data evidence.,
rel:candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals:SUPPORTED_BY:evidence:05-data-pulls-fundamentals-2026-05-24-fmp-momentum-with-a-helmet-screen-md,candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals,evidence:05-data-pulls-fundamentals-2026-05-24-fmp-momentum-with-a-helmet-screen-md,SUPPORTED_BY,1,watch,Candidate is supported by local My_Data evidence.,
rel:candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals:SUPPORTED_BY:evidence:05-data-pulls-fundamentals-2026-05-24-fmp-screener-review-summary-md,candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals,evidence:05-data-pulls-fundamentals-2026-05-24-fmp-screener-review-summary-md,SUPPORTED_BY,1,watch,Candidate is supported by local My_Data evidence.,
rel:candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals:SUPPORTED_BY:evidence:05-data-pulls-market-2026-05-01-agent-analysis-aapl-md,candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals,evidence:05-data-pulls-market-2026-05-01-agent-analysis-aapl-md,SUPPORTED_BY,1,watch,Candidate is supported by local My_Data evidence.,
rel:candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals:SUPPORTED_BY:evidence:05-data-pulls-market-2026-05-01-agent-analysis-ame-md,candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals,evidence:05-data-pulls-market-2026-05-01-agent-analysis-ame-md,SUPPORTED_BY,1,watch,Candidate is supported by local My_Data evidence.,
rel:candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals:HAS_REVIEW_COMMAND:command:node-run-mjs-pull-event-research-scenario-ai-data-center-power-bottleneck-dry-run,candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals,command:node-run-mjs-pull-event-research-scenario-ai-data-center-power-bottleneck-dry-run,HAS_REVIEW_COMMAND,1,watch,Candidate exposes this dry-run review command.,node run.mjs pull event-research --scenario ai-data-center-power-bottleneck --dry-run
rel:candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals:HAS_REVIEW_COMMAND:command:node-run-mjs-pull-event-research-scenario-copper-supply-bottleneck-dry-run,candidate:2026-05-25-existing-scenario-connection-market-structure-vs-fundamentals,command:node-run-mjs-pull-event-research-scenario-copper-supply-bottleneck-dry-run,HAS_REVIEW_COMMAND,1,watch,Candidate exposes this dry-run review command.,node run.mjs pull event-research --scenario copper-supply-bottleneck --dry-run
rel:batch:2026-05-25:HAS_CANDIDATE:candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil,batch:2026-05-25,candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil,HAS_CANDIDATE,2,watch,Inbox batch produced this synthesized event candidate.,
rel:trend:policy-legal-and-liability-friction:SYNTHESIZES:candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil,trend:policy-legal-and-liability-friction,candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil,SYNTHESIZES,2,watch,Trend cluster synthesizes into this candidate.,
rel:candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil:MAPS_TO_SCENARIO:scenario:hormuz-oil-shock,candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil,scenario:hormuz-oil-shock,MAPS_TO_SCENARIO,2,watch,Candidate maps to an existing seeded event-research scenario.,node run.mjs pull event-research --scenario hormuz-oil-shock --dry-run
rel:candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil:MAPS_TO_SCENARIO:scenario:fertilizer-shortage,candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil,scenario:fertilizer-shortage,MAPS_TO_SCENARIO,2,watch,Candidate maps to an existing seeded event-research scenario.,node run.mjs pull event-research --scenario fertilizer-shortage --dry-run
rel:candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil:ROUTES_TO:route:policy-observations,candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil,route:policy-observations,ROUTES_TO,1,watch,Human review should route the candidate here if accepted.,
rel:candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil:SUMMARIZES_SOURCE:source:10-themes-fed-speeches-and-fomc-communications-transcript-shelia-bair-former-fdic-chair-md,candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil,source:10-themes-fed-speeches-and-fomc-communications-transcript-shelia-bair-former-fdic-chair-md,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil:SUMMARIZES_SOURCE:source:10-themes-geopolitics-and-capital-flows-kushner-disappoints-mideast-clients-who-spent-millions-s,candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil,source:10-themes-geopolitics-and-capital-flows-kushner-disappoints-mideast-clients-who-spent-millions-s,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil:SUMMARIZES_SOURCE:source:10-themes-policy-regulation-and-institutions-the-supreme-court-just-told-every-freight-broker-th,candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil,source:10-themes-policy-regulation-and-institutions-the-supreme-court-just-told-every-freight-broker-th,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil:SUMMARIZES_SOURCE:source:10-themes-research-learning-and-tools-wealth-is-righteously-earned-and-poverty-is-righteously-di,candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil,source:10-themes-research-learning-and-tools-wealth-is-righteously-earned-and-poverty-is-righteously-di,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil:SUMMARIZES_SOURCE:source:10-themes-strategy-setups-and-watchpoints-market-mechanics-or-fundamentals-whats-behind-this-ral,candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil,source:10-themes-strategy-setups-and-watchpoints-market-mechanics-or-fundamentals-whats-behind-this-ral,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil:SUMMARIZES_SOURCE:source:10-themes-strategy-setups-and-watchpoints-may-18-2026-morning-briefing-md,candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil,source:10-themes-strategy-setups-and-watchpoints-may-18-2026-morning-briefing-md,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil:SUMMARIZES_SOURCE:source:20-sectors-consumer-housing-and-small-business-under-one-roof-housing-and-inflation-expectations,candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil,source:20-sectors-consumer-housing-and-small-business-under-one-roof-housing-and-inflation-expectations,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil:SUMMARIZES_SOURCE:source:20-sectors-financials-credit-and-real-estate-jpmorgan-fights-over-millions-of-comic-books-locked,candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil,source:20-sectors-financials-credit-and-real-estate-jpmorgan-fights-over-millions-of-comic-books-locked,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil:SUMMARIZES_SOURCE:source:20-sectors-healthcare-biotech-and-pharma-profiting-from-inflated-hospital-prices-md,candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil,source:20-sectors-healthcare-biotech-and-pharma-profiting-from-inflated-hospital-prices-md,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil:SUMMARIZES_SOURCE:source:20-sectors-healthcare-biotech-and-pharma-the-biotech-empire-of-wuxi-md,candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil,source:20-sectors-healthcare-biotech-and-pharma-the-biotech-empire-of-wuxi-md,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil:SUPPORTED_BY:evidence:05-data-pulls-government-2026-05-01-faa-regulatory-progress-md,candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil,evidence:05-data-pulls-government-2026-05-01-faa-regulatory-progress-md,SUPPORTED_BY,1,watch,Candidate is supported by local My_Data evidence.,
rel:candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil:SUPPORTED_BY:evidence:05-data-pulls-government-2026-05-02-faa-regulatory-progress-md,candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil,evidence:05-data-pulls-government-2026-05-02-faa-regulatory-progress-md,SUPPORTED_BY,1,watch,Candidate is supported by local My_Data evidence.,
rel:candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil:SUPPORTED_BY:evidence:05-data-pulls-government-2026-05-01-sec-8k-thesis-md,candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil,evidence:05-data-pulls-government-2026-05-01-sec-8k-thesis-md,SUPPORTED_BY,1,watch,Candidate is supported by local My_Data evidence.,
rel:candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil:SUPPORTED_BY:evidence:05-data-pulls-government-2026-05-01-sec-sectors-md,candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil,evidence:05-data-pulls-government-2026-05-01-sec-sectors-md,SUPPORTED_BY,1,watch,Candidate is supported by local My_Data evidence.,
