id:ID,asOfDate,canonicalName,dataType,date,datePulled,domain,label,lastUpdated,name,nodeType,obsidianUrl,relativePath,signalStatus,source,sourceFolder,sourcePath,sourceVault,source_folder,source_path,source_rel_path,source_url,source_vault,status,subdomain,summary,tags,vault,:LABEL
world:evidenceartifact:2026-05-25-12-30,2026-06-01,2026-05-25_12-30,run_summary,2026-05-25,,Reports,2026-05-25_12-30,,2026-05-25_12-30,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-25_12-30.md,Reports/System/run_summaries/2026-05-25_12-30.md,,,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-25_12-30.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-25_12-30.md,Reports/System/run_summaries/2026-05-25_12-30.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-25_12-30.md,World_Machine,,System,,[],World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-25-daily-briefing,2026-06-01,Daily Briefing - 2026-05-25,briefing,,2026-05-25,Reports,Daily Briefing - 2026-05-25,,Daily Briefing - 2026-05-25,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FBriefings%2F2026-05-25%20Daily%20Briefing.md,Reports/Daily/Briefings/2026-05-25 Daily Briefing.md,,World Machine Review Flow,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Briefings\2026-05-25 Daily Briefing.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Briefings\2026-05-25 Daily Briefing.md,Reports/Daily/Briefings/2026-05-25 Daily Briefing.md,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FBriefings%2F2026-05-25%20Daily%20Briefing.md,World_Machine,,Daily,,"[""world-machine-review"",""briefing"",""daily""]",World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-25-daily-monitoring-snapshot,2026-06-01,Daily Monitoring Snapshot - 2026-05-25,monitoring_snapshot,,2026-05-25,Reports,Daily Monitoring Snapshot - 2026-05-25,,Daily Monitoring Snapshot - 2026-05-25,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FMonitoring%2F2026-05-25%20Daily%20Monitoring%20Snapshot.md,Reports/Daily/Monitoring/2026-05-25 Daily Monitoring Snapshot.md,,World Machine Review Flow,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Monitoring\2026-05-25 Daily Monitoring Snapshot.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Monitoring\2026-05-25 Daily Monitoring Snapshot.md,Reports/Daily/Monitoring/2026-05-25 Daily Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FMonitoring%2F2026-05-25%20Daily%20Monitoring%20Snapshot.md,World_Machine,,Daily,,"[""world-machine-review"",""monitoring_snapshot"",""daily""]",World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-25-end-of-day-briefing,2026-06-01,End Of Day Briefing - 2026-05-25,briefing,,2026-05-25,Reports,End Of Day Briefing - 2026-05-25,,End Of Day Briefing - 2026-05-25,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FEOD%2FBriefings%2F2026-05-25%20End%20Of%20Day%20Briefing.md,Reports/EOD/Briefings/2026-05-25 End Of Day Briefing.md,,World Machine Review Flow,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\EOD\Briefings\2026-05-25 End Of Day Briefing.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\EOD\Briefings\2026-05-25 End Of Day Briefing.md,Reports/EOD/Briefings/2026-05-25 End Of Day Briefing.md,obsidian://open?vault=World_Machine&file=Reports%2FEOD%2FBriefings%2F2026-05-25%20End%20Of%20Day%20Briefing.md,World_Machine,,EOD,,"[""world-machine-review"",""briefing"",""endofday""]",World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-25-end-of-day-monitoring-snapshot,2026-06-01,End Of Day Monitoring Snapshot - 2026-05-25,monitoring_snapshot,,2026-05-25,Reports,End Of Day Monitoring Snapshot - 2026-05-25,,End Of Day Monitoring Snapshot - 2026-05-25,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FEOD%2FMonitoring%2F2026-05-25%20End%20Of%20Day%20Monitoring%20Snapshot.md,Reports/EOD/Monitoring/2026-05-25 End Of Day Monitoring Snapshot.md,,World Machine Review Flow,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\EOD\Monitoring\2026-05-25 End Of Day Monitoring Snapshot.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\EOD\Monitoring\2026-05-25 End Of Day Monitoring Snapshot.md,Reports/EOD/Monitoring/2026-05-25 End Of Day Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FEOD%2FMonitoring%2F2026-05-25%20End%20Of%20Day%20Monitoring%20Snapshot.md,World_Machine,,EOD,,"[""world-machine-review"",""monitoring_snapshot"",""endofday""]",World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-25-midday-monitoring-snapshot,2026-06-01,Midday Monitoring Snapshot - 2026-05-25,monitoring_snapshot,,2026-05-25,Reports,Midday Monitoring Snapshot - 2026-05-25,,Midday Monitoring Snapshot - 2026-05-25,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FMidday%2FMonitoring%2F2026-05-25%20Midday%20Monitoring%20Snapshot.md,Reports/Midday/Monitoring/2026-05-25 Midday Monitoring Snapshot.md,,World Machine Review Flow,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Midday\Monitoring\2026-05-25 Midday Monitoring Snapshot.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Midday\Monitoring\2026-05-25 Midday Monitoring Snapshot.md,Reports/Midday/Monitoring/2026-05-25 Midday Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FMidday%2FMonitoring%2F2026-05-25%20Midday%20Monitoring%20Snapshot.md,World_Machine,,Midday,,"[""world-machine-review"",""monitoring_snapshot"",""midday""]",World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-25-preclose-monitoring-snapshot,2026-06-01,Preclose Monitoring Snapshot - 2026-05-25,monitoring_snapshot,,2026-05-25,Reports,Preclose Monitoring Snapshot - 2026-05-25,,Preclose Monitoring Snapshot - 2026-05-25,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FPreclose%2FMonitoring%2F2026-05-25%20Preclose%20Monitoring%20Snapshot.md,Reports/Preclose/Monitoring/2026-05-25 Preclose Monitoring Snapshot.md,,World Machine Review Flow,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Preclose\Monitoring\2026-05-25 Preclose Monitoring Snapshot.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Preclose\Monitoring\2026-05-25 Preclose Monitoring Snapshot.md,Reports/Preclose/Monitoring/2026-05-25 Preclose Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FPreclose%2FMonitoring%2F2026-05-25%20Preclose%20Monitoring%20Snapshot.md,World_Machine,,Preclose,,"[""world-machine-review"",""monitoring_snapshot"",""preclose""]",World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-25-premarket-monitoring-snapshot,2026-06-01,Premarket Monitoring Snapshot - 2026-05-25,monitoring_snapshot,,2026-05-25,Reports,Premarket Monitoring Snapshot - 2026-05-25,,Premarket Monitoring Snapshot - 2026-05-25,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FPremarket%2FMonitoring%2F2026-05-25%20Premarket%20Monitoring%20Snapshot.md,Reports/Premarket/Monitoring/2026-05-25 Premarket Monitoring Snapshot.md,,World Machine Review Flow,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Premarket\Monitoring\2026-05-25 Premarket Monitoring Snapshot.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Premarket\Monitoring\2026-05-25 Premarket Monitoring Snapshot.md,Reports/Premarket/Monitoring/2026-05-25 Premarket Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FPremarket%2FMonitoring%2F2026-05-25%20Premarket%20Monitoring%20Snapshot.md,World_Machine,,Premarket,,"[""world-machine-review"",""monitoring_snapshot"",""premarket""]",World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-25-world-machine-event-connections,2026-06-01,2026-05-25 World Machine Event Connections,,,,Reports,2026-05-25 World Machine Event Connections,,2026-05-25 World Machine Event Connections,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2F2026-05-25%20World%20Machine%20Event%20Connections.md,Reports/System/2026-05-25 World Machine Event Connections.md,,,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\2026-05-25 World Machine Event Connections.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\2026-05-25 World Machine Event Connections.md,Reports/System/2026-05-25 World Machine Event Connections.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2F2026-05-25%20World%20Machine%20Event%20Connections.md,World_Machine,,System,,[],World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-26-09-45,2026-06-01,2026-05-26_09-45,run_summary,2026-05-26,,Reports,2026-05-26_09-45,,2026-05-26_09-45,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-26_09-45.md,Reports/System/run_summaries/2026-05-26_09-45.md,,,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-26_09-45.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-26_09-45.md,Reports/System/run_summaries/2026-05-26_09-45.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-26_09-45.md,World_Machine,,System,,[],World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-26-12-30,2026-06-01,2026-05-26_12-30,run_summary,2026-05-26,,Reports,2026-05-26_12-30,,2026-05-26_12-30,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-26_12-30.md,Reports/System/run_summaries/2026-05-26_12-30.md,,,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-26_12-30.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-26_12-30.md,Reports/System/run_summaries/2026-05-26_12-30.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-26_12-30.md,World_Machine,,System,,[],World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-26-daily-briefing,2026-06-01,Daily Briefing - 2026-05-26,briefing,,2026-05-26,Reports,Daily Briefing - 2026-05-26,,Daily Briefing - 2026-05-26,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FBriefings%2F2026-05-26%20Daily%20Briefing.md,Reports/Daily/Briefings/2026-05-26 Daily Briefing.md,,World Machine Review Flow,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Briefings\2026-05-26 Daily Briefing.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Briefings\2026-05-26 Daily Briefing.md,Reports/Daily/Briefings/2026-05-26 Daily Briefing.md,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FBriefings%2F2026-05-26%20Daily%20Briefing.md,World_Machine,,Daily,,"[""world-machine-review"",""briefing"",""daily""]",World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-26-daily-monitoring-snapshot,2026-06-01,Daily Monitoring Snapshot - 2026-05-26,monitoring_snapshot,,2026-05-26,Reports,Daily Monitoring Snapshot - 2026-05-26,,Daily Monitoring Snapshot - 2026-05-26,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FMonitoring%2F2026-05-26%20Daily%20Monitoring%20Snapshot.md,Reports/Daily/Monitoring/2026-05-26 Daily Monitoring Snapshot.md,,World Machine Review Flow,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Monitoring\2026-05-26 Daily Monitoring Snapshot.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Monitoring\2026-05-26 Daily Monitoring Snapshot.md,Reports/Daily/Monitoring/2026-05-26 Daily Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FMonitoring%2F2026-05-26%20Daily%20Monitoring%20Snapshot.md,World_Machine,,Daily,,"[""world-machine-review"",""monitoring_snapshot"",""daily""]",World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-26-end-of-day-briefing,2026-06-01,End Of Day Briefing - 2026-05-26,briefing,,2026-05-26,Reports,End Of Day Briefing - 2026-05-26,,End Of Day Briefing - 2026-05-26,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FEOD%2FBriefings%2F2026-05-26%20End%20Of%20Day%20Briefing.md,Reports/EOD/Briefings/2026-05-26 End Of Day Briefing.md,,World Machine Review Flow,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\EOD\Briefings\2026-05-26 End Of Day Briefing.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\EOD\Briefings\2026-05-26 End Of Day Briefing.md,Reports/EOD/Briefings/2026-05-26 End Of Day Briefing.md,obsidian://open?vault=World_Machine&file=Reports%2FEOD%2FBriefings%2F2026-05-26%20End%20Of%20Day%20Briefing.md,World_Machine,,EOD,,"[""world-machine-review"",""briefing"",""endofday""]",World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-26-end-of-day-monitoring-snapshot,2026-06-01,End Of Day Monitoring Snapshot - 2026-05-26,monitoring_snapshot,,2026-05-26,Reports,End Of Day Monitoring Snapshot - 2026-05-26,,End Of Day Monitoring Snapshot - 2026-05-26,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FEOD%2FMonitoring%2F2026-05-26%20End%20Of%20Day%20Monitoring%20Snapshot.md,Reports/EOD/Monitoring/2026-05-26 End Of Day Monitoring Snapshot.md,,World Machine Review Flow,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\EOD\Monitoring\2026-05-26 End Of Day Monitoring Snapshot.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\EOD\Monitoring\2026-05-26 End Of Day Monitoring Snapshot.md,Reports/EOD/Monitoring/2026-05-26 End Of Day Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FEOD%2FMonitoring%2F2026-05-26%20End%20Of%20Day%20Monitoring%20Snapshot.md,World_Machine,,EOD,,"[""world-machine-review"",""monitoring_snapshot"",""endofday""]",World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-26-midday-monitoring-snapshot,2026-06-01,Midday Monitoring Snapshot - 2026-05-26,monitoring_snapshot,,2026-05-26,Reports,Midday Monitoring Snapshot - 2026-05-26,,Midday Monitoring Snapshot - 2026-05-26,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FMidday%2FMonitoring%2F2026-05-26%20Midday%20Monitoring%20Snapshot.md,Reports/Midday/Monitoring/2026-05-26 Midday Monitoring Snapshot.md,,World Machine Review Flow,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Midday\Monitoring\2026-05-26 Midday Monitoring Snapshot.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Midday\Monitoring\2026-05-26 Midday Monitoring Snapshot.md,Reports/Midday/Monitoring/2026-05-26 Midday Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FMidday%2FMonitoring%2F2026-05-26%20Midday%20Monitoring%20Snapshot.md,World_Machine,,Midday,,"[""world-machine-review"",""monitoring_snapshot"",""midday""]",World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-26-preclose-monitoring-snapshot,2026-06-01,Preclose Monitoring Snapshot - 2026-05-26,monitoring_snapshot,,2026-05-26,Reports,Preclose Monitoring Snapshot - 2026-05-26,,Preclose Monitoring Snapshot - 2026-05-26,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FPreclose%2FMonitoring%2F2026-05-26%20Preclose%20Monitoring%20Snapshot.md,Reports/Preclose/Monitoring/2026-05-26 Preclose Monitoring Snapshot.md,,World Machine Review Flow,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Preclose\Monitoring\2026-05-26 Preclose Monitoring Snapshot.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Preclose\Monitoring\2026-05-26 Preclose Monitoring Snapshot.md,Reports/Preclose/Monitoring/2026-05-26 Preclose Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FPreclose%2FMonitoring%2F2026-05-26%20Preclose%20Monitoring%20Snapshot.md,World_Machine,,Preclose,,"[""world-machine-review"",""monitoring_snapshot"",""preclose""]",World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-26-premarket-monitoring-snapshot,2026-06-01,Premarket Monitoring Snapshot - 2026-05-26,monitoring_snapshot,,2026-05-26,Reports,Premarket Monitoring Snapshot - 2026-05-26,,Premarket Monitoring Snapshot - 2026-05-26,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FPremarket%2FMonitoring%2F2026-05-26%20Premarket%20Monitoring%20Snapshot.md,Reports/Premarket/Monitoring/2026-05-26 Premarket Monitoring Snapshot.md,,World Machine Review Flow,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Premarket\Monitoring\2026-05-26 Premarket Monitoring Snapshot.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Premarket\Monitoring\2026-05-26 Premarket Monitoring Snapshot.md,Reports/Premarket/Monitoring/2026-05-26 Premarket Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FPremarket%2FMonitoring%2F2026-05-26%20Premarket%20Monitoring%20Snapshot.md,World_Machine,,Premarket,,"[""world-machine-review"",""monitoring_snapshot"",""premarket""]",World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-27-09-45,2026-06-01,2026-05-27_09-45,run_summary,2026-05-27,,Reports,2026-05-27_09-45,,2026-05-27_09-45,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-27_09-45.md,Reports/System/run_summaries/2026-05-27_09-45.md,,,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-27_09-45.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-27_09-45.md,Reports/System/run_summaries/2026-05-27_09-45.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-27_09-45.md,World_Machine,,System,,[],World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-27-12-30,2026-06-01,2026-05-27_12-30,run_summary,2026-05-27,,Reports,2026-05-27_12-30,,2026-05-27_12-30,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-27_12-30.md,Reports/System/run_summaries/2026-05-27_12-30.md,,,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-27_12-30.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-27_12-30.md,Reports/System/run_summaries/2026-05-27_12-30.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-27_12-30.md,World_Machine,,System,,[],World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-27-daily-briefing,2026-06-01,Daily Briefing - 2026-05-27,briefing,,2026-05-27,Reports,Daily Briefing - 2026-05-27,,Daily Briefing - 2026-05-27,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FBriefings%2F2026-05-27%20Daily%20Briefing.md,Reports/Daily/Briefings/2026-05-27 Daily Briefing.md,,World Machine Review Flow,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Briefings\2026-05-27 Daily Briefing.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Briefings\2026-05-27 Daily Briefing.md,Reports/Daily/Briefings/2026-05-27 Daily Briefing.md,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FBriefings%2F2026-05-27%20Daily%20Briefing.md,World_Machine,,Daily,,"[""world-machine-review"",""briefing"",""daily""]",World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-27-daily-monitoring-snapshot,2026-06-01,Daily Monitoring Snapshot - 2026-05-27,monitoring_snapshot,,2026-05-27,Reports,Daily Monitoring Snapshot - 2026-05-27,,Daily Monitoring Snapshot - 2026-05-27,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FMonitoring%2F2026-05-27%20Daily%20Monitoring%20Snapshot.md,Reports/Daily/Monitoring/2026-05-27 Daily Monitoring Snapshot.md,,World Machine Review Flow,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Monitoring\2026-05-27 Daily Monitoring Snapshot.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Monitoring\2026-05-27 Daily Monitoring Snapshot.md,Reports/Daily/Monitoring/2026-05-27 Daily Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FMonitoring%2F2026-05-27%20Daily%20Monitoring%20Snapshot.md,World_Machine,,Daily,,"[""world-machine-review"",""monitoring_snapshot"",""daily""]",World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-27-midday-monitoring-snapshot,2026-06-01,Midday Monitoring Snapshot - 2026-05-27,monitoring_snapshot,,2026-05-27,Reports,Midday Monitoring Snapshot - 2026-05-27,,Midday Monitoring Snapshot - 2026-05-27,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FMidday%2FMonitoring%2F2026-05-27%20Midday%20Monitoring%20Snapshot.md,Reports/Midday/Monitoring/2026-05-27 Midday Monitoring Snapshot.md,,World Machine Review Flow,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Midday\Monitoring\2026-05-27 Midday Monitoring Snapshot.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Midday\Monitoring\2026-05-27 Midday Monitoring Snapshot.md,Reports/Midday/Monitoring/2026-05-27 Midday Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FMidday%2FMonitoring%2F2026-05-27%20Midday%20Monitoring%20Snapshot.md,World_Machine,,Midday,,"[""world-machine-review"",""monitoring_snapshot"",""midday""]",World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-28-09-45,2026-06-01,2026-05-28_09-45,run_summary,2026-05-28,,Reports,2026-05-28_09-45,,2026-05-28_09-45,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-28_09-45.md,Reports/System/run_summaries/2026-05-28_09-45.md,,,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-28_09-45.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-28_09-45.md,Reports/System/run_summaries/2026-05-28_09-45.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-28_09-45.md,World_Machine,,System,,[],World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-28-12-30,2026-06-01,2026-05-28_12-30,run_summary,2026-05-28,,Reports,2026-05-28_12-30,,2026-05-28_12-30,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-28_12-30.md,Reports/System/run_summaries/2026-05-28_12-30.md,,,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-28_12-30.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-28_12-30.md,Reports/System/run_summaries/2026-05-28_12-30.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-28_12-30.md,World_Machine,,System,,[],World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-28-daily-briefing,2026-06-01,Daily Briefing - 2026-05-28,briefing,,2026-05-28,Reports,Daily Briefing - 2026-05-28,,Daily Briefing - 2026-05-28,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FBriefings%2F2026-05-28%20Daily%20Briefing.md,Reports/Daily/Briefings/2026-05-28 Daily Briefing.md,,World Machine Review Flow,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Briefings\2026-05-28 Daily Briefing.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Briefings\2026-05-28 Daily Briefing.md,Reports/Daily/Briefings/2026-05-28 Daily Briefing.md,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FBriefings%2F2026-05-28%20Daily%20Briefing.md,World_Machine,,Daily,,"[""world-machine-review"",""briefing"",""daily""]",World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-28-daily-monitoring-snapshot,2026-06-01,Daily Monitoring Snapshot - 2026-05-28,monitoring_snapshot,,2026-05-28,Reports,Daily Monitoring Snapshot - 2026-05-28,,Daily Monitoring Snapshot - 2026-05-28,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FMonitoring%2F2026-05-28%20Daily%20Monitoring%20Snapshot.md,Reports/Daily/Monitoring/2026-05-28 Daily Monitoring Snapshot.md,,World Machine Review Flow,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Monitoring\2026-05-28 Daily Monitoring Snapshot.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Monitoring\2026-05-28 Daily Monitoring Snapshot.md,Reports/Daily/Monitoring/2026-05-28 Daily Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FMonitoring%2F2026-05-28%20Daily%20Monitoring%20Snapshot.md,World_Machine,,Daily,,"[""world-machine-review"",""monitoring_snapshot"",""daily""]",World_Machine,EvidenceArtifact
