id:ID,asOfDate,canonicalName,dataType,date,datePulled,domain,label,name,nodeType,obsidianUrl,relativePath,sector,signalStatus,source,sourceFolder,sourcePath,sourceVault,source_folder,source_path,source_rel_path,source_url,source_vault,subdomain,symbol,tags,ticker,vault,:LABEL
mydata:signal:2026-05-01-dilution-jnj,2026-06-01,Dilution Alert — JNJ,signal,,2026-05-01,Signals,Dilution Alert — JNJ,Dilution Alert — JNJ,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_DILUTION_JNJ.md,06_Signals/2026-05-01_DILUTION_JNJ.md,,alert,SEC EDGAR + FMP Premium,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_DILUTION_JNJ.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_DILUTION_JNJ.md,06_Signals/2026-05-01_DILUTION_JNJ.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_DILUTION_JNJ.md,My_Data,2026-05-01_DILUTION_JNJ.md,JNJ,"[""signal"",""dilution"",""jnj""]",JNJ,My_Data,Signal
mydata:signal:2026-05-01-dilution-ktos,2026-06-01,Dilution Alert — KTOS,signal,,2026-05-01,Signals,Dilution Alert — KTOS,Dilution Alert — KTOS,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_DILUTION_KTOS.md,06_Signals/2026-05-01_DILUTION_KTOS.md,,alert,SEC EDGAR + FMP Premium,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_DILUTION_KTOS.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_DILUTION_KTOS.md,06_Signals/2026-05-01_DILUTION_KTOS.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_DILUTION_KTOS.md,My_Data,2026-05-01_DILUTION_KTOS.md,KTOS,"[""signal"",""dilution"",""ktos""]",KTOS,My_Data,Signal
mydata:signal:2026-05-01-dilution-len,2026-06-01,Dilution Alert — LEN,signal,,2026-05-01,Signals,Dilution Alert — LEN,Dilution Alert — LEN,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_DILUTION_LEN.md,06_Signals/2026-05-01_DILUTION_LEN.md,,alert,SEC EDGAR + FMP Premium,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_DILUTION_LEN.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_DILUTION_LEN.md,06_Signals/2026-05-01_DILUTION_LEN.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_DILUTION_LEN.md,My_Data,2026-05-01_DILUTION_LEN.md,LEN,"[""signal"",""dilution"",""len""]",LEN,My_Data,Signal
mydata:signal:2026-05-01-dilution-lhx,2026-06-01,Dilution Alert — LHX,signal,,2026-05-01,Signals,Dilution Alert — LHX,Dilution Alert — LHX,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_DILUTION_LHX.md,06_Signals/2026-05-01_DILUTION_LHX.md,,alert,SEC EDGAR + FMP Premium,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_DILUTION_LHX.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_DILUTION_LHX.md,06_Signals/2026-05-01_DILUTION_LHX.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_DILUTION_LHX.md,My_Data,2026-05-01_DILUTION_LHX.md,LHX,"[""signal"",""dilution"",""lhx""]",LHX,My_Data,Signal
mydata:signal:2026-05-01-dilution-lmt,2026-06-01,Dilution Alert — LMT,signal,,2026-05-01,Signals,Dilution Alert — LMT,Dilution Alert — LMT,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_DILUTION_LMT.md,06_Signals/2026-05-01_DILUTION_LMT.md,,alert,SEC EDGAR + FMP Premium,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_DILUTION_LMT.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_DILUTION_LMT.md,06_Signals/2026-05-01_DILUTION_LMT.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_DILUTION_LMT.md,My_Data,2026-05-01_DILUTION_LMT.md,LMT,"[""signal"",""dilution"",""lmt""]",LMT,My_Data,Signal
mydata:signal:2026-05-01-dilution-noc,2026-06-01,Dilution Alert — NOC,signal,,2026-05-01,Signals,Dilution Alert — NOC,Dilution Alert — NOC,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_DILUTION_NOC.md,06_Signals/2026-05-01_DILUTION_NOC.md,,alert,SEC EDGAR + FMP Premium,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_DILUTION_NOC.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_DILUTION_NOC.md,06_Signals/2026-05-01_DILUTION_NOC.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_DILUTION_NOC.md,My_Data,2026-05-01_DILUTION_NOC.md,NOC,"[""signal"",""dilution"",""noc""]",NOC,My_Data,Signal
mydata:signal:2026-05-01-dilution-nrg,2026-06-01,Dilution Alert — NRG,signal,,2026-05-01,Signals,Dilution Alert — NRG,Dilution Alert — NRG,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_DILUTION_NRG.md,06_Signals/2026-05-01_DILUTION_NRG.md,,alert,SEC EDGAR + FMP Premium,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_DILUTION_NRG.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_DILUTION_NRG.md,06_Signals/2026-05-01_DILUTION_NRG.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_DILUTION_NRG.md,My_Data,2026-05-01_DILUTION_NRG.md,NRG,"[""signal"",""dilution"",""nrg""]",NRG,My_Data,Signal
mydata:signal:2026-05-01-dilution-rcat,2026-06-01,Dilution Alert — RCAT,signal,,2026-05-01,Signals,Dilution Alert — RCAT,Dilution Alert — RCAT,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_DILUTION_RCAT.md,06_Signals/2026-05-01_DILUTION_RCAT.md,,alert,SEC EDGAR + FMP Premium,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_DILUTION_RCAT.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_DILUTION_RCAT.md,06_Signals/2026-05-01_DILUTION_RCAT.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_DILUTION_RCAT.md,My_Data,2026-05-01_DILUTION_RCAT.md,RCAT,"[""signal"",""dilution"",""rcat""]",RCAT,My_Data,Signal
mydata:signal:2026-05-01-dilution-xom,2026-06-01,Dilution Alert — XOM,signal,,2026-05-01,Signals,Dilution Alert — XOM,Dilution Alert — XOM,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_DILUTION_XOM.md,06_Signals/2026-05-01_DILUTION_XOM.md,,alert,SEC EDGAR + FMP Premium,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_DILUTION_XOM.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_DILUTION_XOM.md,06_Signals/2026-05-01_DILUTION_XOM.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_DILUTION_XOM.md,My_Data,2026-05-01_DILUTION_XOM.md,XOM,"[""signal"",""dilution"",""xom""]",XOM,My_Data,Signal
mydata:signal:2026-05-01-fema-spike,2026-06-01,2026-05-01_FEMA_SPIKE,,2026-05-01,,Signals,2026-05-01_FEMA_SPIKE,2026-05-01_FEMA_SPIKE,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_FEMA_SPIKE.md,06_Signals/2026-05-01_FEMA_SPIKE.md,,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_FEMA_SPIKE.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_FEMA_SPIKE.md,06_Signals/2026-05-01_FEMA_SPIKE.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_FEMA_SPIKE.md,My_Data,2026-05-01_FEMA_SPIKE.md,,"[""signal"",""fema""]",,My_Data,Signal
mydata:signal:2026-05-01-generation-gap-narrowing,2026-06-01,2026-05-01_GENERATION_GAP_NARROWING,,2026-05-01,,Signals,2026-05-01_GENERATION_GAP_NARROWING,2026-05-01_GENERATION_GAP_NARROWING,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_GENERATION_GAP_NARROWING.md,06_Signals/2026-05-01_GENERATION_GAP_NARROWING.md,,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_GENERATION_GAP_NARROWING.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_GENERATION_GAP_NARROWING.md,06_Signals/2026-05-01_GENERATION_GAP_NARROWING.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_GENERATION_GAP_NARROWING.md,My_Data,2026-05-01_GENERATION_GAP_NARROWING.md,,"[""signal"",""energy"",""alert""]",,My_Data,Signal
mydata:signal:2026-05-01-reverse-repo-depleted,2026-06-01,2026-05-01_REVERSE_REPO_DEPLETED,,2026-05-01,,Signals,2026-05-01_REVERSE_REPO_DEPLETED,2026-05-01_REVERSE_REPO_DEPLETED,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_REVERSE_REPO_DEPLETED.md,06_Signals/2026-05-01_REVERSE_REPO_DEPLETED.md,,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_REVERSE_REPO_DEPLETED.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_REVERSE_REPO_DEPLETED.md,06_Signals/2026-05-01_REVERSE_REPO_DEPLETED.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_REVERSE_REPO_DEPLETED.md,My_Data,2026-05-01_REVERSE_REPO_DEPLETED.md,,"[""signal"",""macro"",""alert""]",,My_Data,Signal
mydata:signal:2026-05-02-confirm-antimicrobial-resistance-pipeline,2026-06-01,2026-05-02_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE,,2026-05-02,,Signals,2026-05-02_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE,2026-05-02_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE.md,06_Signals/2026-05-02_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE.md,Healthcare Sector Basket,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE.md,06_Signals/2026-05-02_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE.md,My_Data,2026-05-02_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE.md,,"[""signal"",""sector-scan"",""confirm"",""antimicrobial-resistance-pipeline""]",,My_Data,Signal
mydata:signal:2026-05-02-confirm-psychedelic-mental-health-revolution,2026-06-01,2026-05-02_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION,,2026-05-02,,Signals,2026-05-02_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION,2026-05-02_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,06_Signals/2026-05-02_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,Healthcare Sector Basket,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,06_Signals/2026-05-02_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,My_Data,2026-05-02_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,,"[""signal"",""sector-scan"",""confirm"",""psychedelic-mental-health-revolution""]",,My_Data,Signal
mydata:signal:2026-05-02-convergence-housing-supply-correction-20260502,2026-06-01,2026-05-02_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260502,,2026-05-02,,Signals,2026-05-02_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260502,2026-05-02_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260502,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260502.md,06_Signals/2026-05-02_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260502.md,,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260502.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260502.md,06_Signals/2026-05-02_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260502.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260502.md,My_Data,2026-05-02_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260502.md,,"[""signal"",""convergence"",""cross-domain"",""housing_supply_correction""]",,My_Data,Signal
mydata:signal:2026-05-02-dilution-amzn,2026-06-01,Dilution Alert — AMZN,signal,,2026-05-02,Signals,Dilution Alert — AMZN,Dilution Alert — AMZN,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_DILUTION_AMZN.md,06_Signals/2026-05-02_DILUTION_AMZN.md,,alert,SEC EDGAR + FMP Premium,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_DILUTION_AMZN.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_DILUTION_AMZN.md,06_Signals/2026-05-02_DILUTION_AMZN.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_DILUTION_AMZN.md,My_Data,2026-05-02_DILUTION_AMZN.md,AMZN,"[""signal"",""dilution"",""amzn""]",AMZN,My_Data,Signal
mydata:signal:2026-05-02-dilution-ceg,2026-06-01,Dilution Alert — CEG,signal,,2026-05-02,Signals,Dilution Alert — CEG,Dilution Alert — CEG,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_DILUTION_CEG.md,06_Signals/2026-05-02_DILUTION_CEG.md,,alert,SEC EDGAR + FMP Premium,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_DILUTION_CEG.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_DILUTION_CEG.md,06_Signals/2026-05-02_DILUTION_CEG.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_DILUTION_CEG.md,My_Data,2026-05-02_DILUTION_CEG.md,CEG,"[""signal"",""dilution"",""ceg""]",CEG,My_Data,Signal
mydata:signal:2026-05-02-dilution-jnj,2026-06-01,Dilution Alert — JNJ,signal,,2026-05-02,Signals,Dilution Alert — JNJ,Dilution Alert — JNJ,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_DILUTION_JNJ.md,06_Signals/2026-05-02_DILUTION_JNJ.md,,alert,SEC EDGAR + FMP Premium,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_DILUTION_JNJ.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_DILUTION_JNJ.md,06_Signals/2026-05-02_DILUTION_JNJ.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_DILUTION_JNJ.md,My_Data,2026-05-02_DILUTION_JNJ.md,JNJ,"[""signal"",""dilution"",""jnj""]",JNJ,My_Data,Signal
mydata:signal:2026-05-02-dilution-ktos,2026-06-01,Dilution Alert — KTOS,signal,,2026-05-02,Signals,Dilution Alert — KTOS,Dilution Alert — KTOS,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_DILUTION_KTOS.md,06_Signals/2026-05-02_DILUTION_KTOS.md,,alert,SEC EDGAR + FMP Premium,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_DILUTION_KTOS.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_DILUTION_KTOS.md,06_Signals/2026-05-02_DILUTION_KTOS.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_DILUTION_KTOS.md,My_Data,2026-05-02_DILUTION_KTOS.md,KTOS,"[""signal"",""dilution"",""ktos""]",KTOS,My_Data,Signal
mydata:signal:2026-05-02-dilution-len,2026-06-01,Dilution Alert — LEN,signal,,2026-05-02,Signals,Dilution Alert — LEN,Dilution Alert — LEN,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_DILUTION_LEN.md,06_Signals/2026-05-02_DILUTION_LEN.md,,alert,SEC EDGAR + FMP Premium,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_DILUTION_LEN.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_DILUTION_LEN.md,06_Signals/2026-05-02_DILUTION_LEN.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_DILUTION_LEN.md,My_Data,2026-05-02_DILUTION_LEN.md,LEN,"[""signal"",""dilution"",""len""]",LEN,My_Data,Signal
mydata:signal:2026-05-02-dilution-lhx,2026-06-01,Dilution Alert — LHX,signal,,2026-05-02,Signals,Dilution Alert — LHX,Dilution Alert — LHX,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_DILUTION_LHX.md,06_Signals/2026-05-02_DILUTION_LHX.md,,alert,SEC EDGAR + FMP Premium,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_DILUTION_LHX.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_DILUTION_LHX.md,06_Signals/2026-05-02_DILUTION_LHX.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_DILUTION_LHX.md,My_Data,2026-05-02_DILUTION_LHX.md,LHX,"[""signal"",""dilution"",""lhx""]",LHX,My_Data,Signal
mydata:signal:2026-05-02-dilution-lmt,2026-06-01,Dilution Alert — LMT,signal,,2026-05-02,Signals,Dilution Alert — LMT,Dilution Alert — LMT,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_DILUTION_LMT.md,06_Signals/2026-05-02_DILUTION_LMT.md,,alert,SEC EDGAR + FMP Premium,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_DILUTION_LMT.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_DILUTION_LMT.md,06_Signals/2026-05-02_DILUTION_LMT.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_DILUTION_LMT.md,My_Data,2026-05-02_DILUTION_LMT.md,LMT,"[""signal"",""dilution"",""lmt""]",LMT,My_Data,Signal
mydata:signal:2026-05-02-dilution-noc,2026-06-01,Dilution Alert — NOC,signal,,2026-05-02,Signals,Dilution Alert — NOC,Dilution Alert — NOC,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_DILUTION_NOC.md,06_Signals/2026-05-02_DILUTION_NOC.md,,alert,SEC EDGAR + FMP Premium,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_DILUTION_NOC.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_DILUTION_NOC.md,06_Signals/2026-05-02_DILUTION_NOC.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_DILUTION_NOC.md,My_Data,2026-05-02_DILUTION_NOC.md,NOC,"[""signal"",""dilution"",""noc""]",NOC,My_Data,Signal
mydata:signal:2026-05-02-dilution-nrg,2026-06-01,Dilution Alert — NRG,signal,,2026-05-02,Signals,Dilution Alert — NRG,Dilution Alert — NRG,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_DILUTION_NRG.md,06_Signals/2026-05-02_DILUTION_NRG.md,,alert,SEC EDGAR + FMP Premium,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_DILUTION_NRG.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_DILUTION_NRG.md,06_Signals/2026-05-02_DILUTION_NRG.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_DILUTION_NRG.md,My_Data,2026-05-02_DILUTION_NRG.md,NRG,"[""signal"",""dilution"",""nrg""]",NRG,My_Data,Signal
mydata:signal:2026-05-02-dilution-rcat,2026-06-01,Dilution Alert — RCAT,signal,,2026-05-02,Signals,Dilution Alert — RCAT,Dilution Alert — RCAT,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_DILUTION_RCAT.md,06_Signals/2026-05-02_DILUTION_RCAT.md,,alert,SEC EDGAR + FMP Premium,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_DILUTION_RCAT.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_DILUTION_RCAT.md,06_Signals/2026-05-02_DILUTION_RCAT.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_DILUTION_RCAT.md,My_Data,2026-05-02_DILUTION_RCAT.md,RCAT,"[""signal"",""dilution"",""rcat""]",RCAT,My_Data,Signal
mydata:signal:2026-05-02-dilution-xom,2026-06-01,Dilution Alert — XOM,signal,,2026-05-02,Signals,Dilution Alert — XOM,Dilution Alert — XOM,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_DILUTION_XOM.md,06_Signals/2026-05-02_DILUTION_XOM.md,,alert,SEC EDGAR + FMP Premium,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_DILUTION_XOM.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_DILUTION_XOM.md,06_Signals/2026-05-02_DILUTION_XOM.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_DILUTION_XOM.md,My_Data,2026-05-02_DILUTION_XOM.md,XOM,"[""signal"",""dilution"",""xom""]",XOM,My_Data,Signal
mydata:signal:2026-05-02-fema-spike,2026-06-01,2026-05-02_FEMA_SPIKE,,2026-05-02,,Signals,2026-05-02_FEMA_SPIKE,2026-05-02_FEMA_SPIKE,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_FEMA_SPIKE.md,06_Signals/2026-05-02_FEMA_SPIKE.md,,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_FEMA_SPIKE.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_FEMA_SPIKE.md,06_Signals/2026-05-02_FEMA_SPIKE.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_FEMA_SPIKE.md,My_Data,2026-05-02_FEMA_SPIKE.md,,"[""signal"",""fema""]",,My_Data,Signal
mydata:signal:2026-05-02-generation-gap-narrowing,2026-06-01,2026-05-02_GENERATION_GAP_NARROWING,,2026-05-02,,Signals,2026-05-02_GENERATION_GAP_NARROWING,2026-05-02_GENERATION_GAP_NARROWING,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_GENERATION_GAP_NARROWING.md,06_Signals/2026-05-02_GENERATION_GAP_NARROWING.md,,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_GENERATION_GAP_NARROWING.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_GENERATION_GAP_NARROWING.md,06_Signals/2026-05-02_GENERATION_GAP_NARROWING.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_GENERATION_GAP_NARROWING.md,My_Data,2026-05-02_GENERATION_GAP_NARROWING.md,,"[""signal"",""energy"",""alert""]",,My_Data,Signal
mydata:signal:2026-05-02-reverse-repo-depleted,2026-06-01,2026-05-02_REVERSE_REPO_DEPLETED,,2026-05-02,,Signals,2026-05-02_REVERSE_REPO_DEPLETED,2026-05-02_REVERSE_REPO_DEPLETED,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_REVERSE_REPO_DEPLETED.md,06_Signals/2026-05-02_REVERSE_REPO_DEPLETED.md,,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_REVERSE_REPO_DEPLETED.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-02_REVERSE_REPO_DEPLETED.md,06_Signals/2026-05-02_REVERSE_REPO_DEPLETED.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-02_REVERSE_REPO_DEPLETED.md,My_Data,2026-05-02_REVERSE_REPO_DEPLETED.md,,"[""signal"",""macro"",""alert""]",,My_Data,Signal
